Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00-05:00,22.294752354008637,22.64885517975533,22.164113265967057,22.284439086914062,116300,0.0,0.0
2014-01-03 00:00:00-05:00,22.32569187358413,22.703859814319866,22.21911534069158,22.593847274780273,134800,0.0,0.0
2014-01-06 00:00:00-05:00,22.724486779773656,22.886068274068656,22.44257947788852,22.521652221679688,97000,0.0,0.0
2014-01-07 00:00:00-05:00,22.731366385328254,22.82762704133633,22.53540644333862,22.710737228393555,69600,0.0,0.0
2014-01-08 00:00:00-05:00,22.703861177121897,23.377688350111693,22.679796014618905,23.143911361694336,177600,0.0,0.0
2014-01-09 00:00:00-05:00,23.22642414928737,23.632095975437622,23.068281250673742,23.446449279785156,125100,0.0,0.0
2014-01-10 00:00:00-05:00,24.40906654282218,24.536269664827078,23.77305617861174,24.127159118652344,307800,0.0,0.0
2014-01-13 00:00:00-05:00,24.274983129758514,24.505321525276557,23.814303715816006,23.999950408935547,311600,0.0,0.0
2014-01-14 00:00:00-05:00,24.137469718023777,24.453755549573746,23.742111117132954,23.97245216369629,231300,0.0,0.0
2014-01-15 00:00:00-05:00,23.972449872814778,24.05495864209373,23.628660274094916,24.00682830810547,148100,0.0,0.0
2014-01-16 00:00:00-05:00,24.065274942623958,24.240608394476986,23.803994080261564,24.024019241333008,132800,0.0,0.0
2014-01-17 00:00:00-05:00,24.05152427710238,24.288739981618104,23.91744651965618,24.209667205810547,123100,0.0,0.0
2014-01-21 00:00:00-05:00,24.354049135047806,24.594703380669277,24.333422602502466,24.50187873840332,144400,0.0,0.0
2014-01-22 00:00:00-05:00,24.55344755324991,24.704715785472686,24.41593121694793,24.666898727416992,45900,0.0,0.0
2014-01-23 00:00:00-05:00,24.59814507292899,24.663463308423506,24.32998700192337,24.398746490478516,170400,0.0,0.0
2014-01-24 00:00:00-05:00,24.367807005513598,24.367807005513598,22.78981392916173,22.8276309967041,200200,0.0,0.0
2014-01-27 00:00:00-05:00,22.91013763147394,23.099222951535626,21.755004421239427,21.968154907226562,211900,0.0,0.0
2014-01-28 00:00:00-05:00,21.992219741462886,23.082032075074626,21.940650780141436,22.9754581451416,204300,0.0,0.0
2014-01-29 00:00:00-05:00,22.51821693547091,22.586973800615183,21.971591464273875,22.036911010742188,140000,0.0,0.0
2014-01-30 00:00:00-05:00,22.24662616922883,22.566350623242595,22.00941049024571,22.33945083618164,98800,0.0,0.0
2014-01-31 00:00:00-05:00,21.975025866469053,22.1297327268707,21.56591680276296,21.803131103515625,182700,0.0,0.0
2014-02-03 00:00:00-05:00,21.730930983996526,21.885636499956345,20.788948618290398,21.08116912841797,160000,0.0,0.0
2014-02-04 00:00:00-05:00,20.861150758747808,21.077738550343504,19.946670574897563,20.816457748413086,410800,0.0,0.0
2014-02-05 00:00:00-05:00,20.592996851779873,21.091490705362517,20.558617106097937,20.998668670654297,312700,0.0,0.0
2014-02-06 00:00:00-05:00,21.060549039536305,21.249634357212006,20.878340982270448,21.101804733276367,161300,0.0,0.0
2014-02-07 00:00:00-05:00,21.163689525967257,21.325269755935114,19.95011127290431,20.077314376831055,555800,0.0,0.0
2014-02-10 00:00:00-05:00,20.06012025383275,20.637686818178913,19.767899653107186,20.424537658691406,566000,0.0,0.0
2014-02-11 00:00:00-05:00,20.472674256944305,20.754581676894066,20.36953761989377,20.692699432373047,346400,0.0,0.0
2014-02-12 00:00:00-05:00,20.706960793916,21.14928062988267,20.660588234811627,20.95665740966797,287900,2.18,0.0
2014-02-13 00:00:00-05:00,20.831813120814235,21.637975132071563,20.7390679877415,21.509559631347656,187700,0.0,0.0
2014-02-14 00:00:00-05:00,21.427513733396314,21.47388629351862,21.15998193080448,21.416812896728516,118800,0.0,0.0
2014-02-18 00:00:00-05:00,21.409674011582574,22.255073947478248,21.19564779845643,22.187299728393555,224000,0.0,0.0
2014-02-19 00:00:00-05:00,22.13736131282082,22.422728244320957,21.93046943702268,22.219404220581055,170700,0.0,0.0
2014-02-20 00:00:00-05:00,22.251512483125566,22.511909944629462,22.16233521436106,22.347824096679688,140500,0.0,0.0
2014-02-21 00:00:00-05:00,22.401332508033924,22.469108111839468,21.6914821198468,21.75925636291504,93700,0.0,0.0
2014-02-24 00:00:00-05:00,22.522611321560497,22.797277479230402,22.237244326818118,22.6153564453125,390200,0.0,0.0
2014-02-25 00:00:00-05:00,22.64032411415741,22.79370911638096,22.486939111933857,22.561847686767578,137600,0.0,0.0
2014-02-26 00:00:00-05:00,22.615351211145178,22.893583796531836,22.15162842118495,22.440563201904297,269700,0.0,0.0
2014-02-27 00:00:00-05:00,22.394201278686523,22.672435356855424,22.329993519165814,22.394201278686523,146900,0.0,0.0
2014-02-28 00:00:00-05:00,22.544015949786743,22.675997939044972,22.25864893487547,22.533313751220703,167900,0.0,0.0
2014-03-03 00:00:00-05:00,22.451274398314773,22.451274398314773,21.93047934299245,22.14093780517578,213900,0.0,0.0
2014-03-04 00:00:00-05:00,22.137375127933915,23.492869919026134,21.92334877519027,23.139728546142578,448700,0.0,0.0
2014-03-05 00:00:00-05:00,23.175390074841932,23.41795236555093,22.882888729117052,23.24673080444336,275000,0.0,0.0
2014-03-06 00:00:00-05:00,23.524968523372234,23.72829264012079,22.818685895287754,22.84722328186035,201100,0.0,0.0
2014-03-07 00:00:00-05:00,22.840085189347246,23.132586567483763,22.68670015438086,23.09691619873047,3071900,0.0,0.0
