cik,company_name,year,sic_code,sector_name,company_MAD,sector_median_MAD,sector_mean_MAD,sector_std_MAD,z_score_vs_sector,percentile_in_sector,deviation_from_median,is_outlier,is_extreme_outlier,sector_company_count,sector_rank
0000059558,LINCOLN NATIONAL CORP,2014,6311,Insurance Carriers,1.9719,0.9344,1.0617,0.4754,1.9148,97.22,1.0375,False,False,7,7
0000059558,LINCOLN NATIONAL CORP,2015,6311,Insurance Carriers,1.7786,1.0524,1.0516,0.3588,2.0261,97.86,0.7262,True,False,7,7
0000059558,LINCOLN NATIONAL CORP,2016,6311,Insurance Carriers,1.9012,1.1,1.0911,0.4131,1.9613,97.51,0.8012,False,False,7,7
0000059558,LINCOLN NATIONAL CORP,2017,6311,Insurance Carriers,2.0654,1.019,1.2305,0.4972,1.679,95.34,1.0464,False,False,8,7
0000059558,LINCOLN NATIONAL CORP,2018,6311,Insurance Carriers,1.7152,1.047,1.2237,0.3853,1.2756,89.9,0.6682,False,False,8,7
0000059558,LINCOLN NATIONAL CORP,2019,6311,Insurance Carriers,1.3194,0.9431,1.0763,0.4092,0.594,72.38,0.3763,False,False,9,8
0000059558,LINCOLN NATIONAL CORP,2020,6311,Insurance Carriers,1.1324,1.1318,1.1348,0.2304,-0.0102,49.59,0.0006,False,False,9,6
0000059558,LINCOLN NATIONAL CORP,2021,6311,Insurance Carriers,1.4191,1.2386,1.1457,0.3037,0.9,81.59,0.1805,False,False,10,9
0000059558,LINCOLN NATIONAL CORP,2022,6311,Insurance Carriers,1.3016,1.1657,1.0807,0.2689,0.8214,79.43,0.1359,False,False,10,9
0000059558,LINCOLN NATIONAL CORP,2023,6311,Insurance Carriers,0.6508,0.8348,0.9658,0.4156,-0.7581,22.42,-0.1839,False,False,10,3
0000059558,LINCOLN NATIONAL CORP,2024,6311,Insurance Carriers,0.9302,0.9762,1.0935,0.5166,-0.3161,37.6,-0.0461,False,False,10,4
0000311094,WESTAMERICA BANCORPORATION,2014,6021,Depository Institutions (Banks),1.3117,1.1132,1.1436,0.3362,0.5,69.15,0.1985,False,False,28,20
0000311094,WESTAMERICA BANCORPORATION,2015,6021,Depository Institutions (Banks),0.7469,1.1838,1.2697,0.5379,-0.9719,16.55,-0.4369,False,False,28,5
0000311094,WESTAMERICA BANCORPORATION,2016,6021,Depository Institutions (Banks),1.2835,1.3085,1.2589,0.4684,0.0524,52.09,-0.025,False,False,28,14
0000311094,WESTAMERICA BANCORPORATION,2017,6021,Depository Institutions (Banks),1.4164,1.2254,1.2671,0.4684,0.3188,62.51,0.191,False,False,28,18
0000311094,WESTAMERICA BANCORPORATION,2018,6021,Depository Institutions (Banks),1.8829,1.1459,1.1929,0.4616,1.4947,93.25,0.737,False,False,28,27
0000311094,WESTAMERICA BANCORPORATION,2019,6021,Depository Institutions (Banks),1.8633,1.1102,1.1872,0.4375,1.5453,93.89,0.7532,False,False,28,27
0000311094,WESTAMERICA BANCORPORATION,2020,6021,Depository Institutions (Banks),1.0944,1.1194,1.2621,0.4954,-0.3386,36.75,-0.025,False,False,28,14
0000311094,WESTAMERICA BANCORPORATION,2021,6021,Depository Institutions (Banks),1.1981,1.2003,1.2948,0.4619,-0.2093,41.71,-0.0022,False,False,28,14
0000311094,WESTAMERICA BANCORPORATION,2022,6021,Depository Institutions (Banks),1.3662,1.2701,1.2824,0.4081,0.2053,58.13,0.0961,False,False,28,20
0000311094,WESTAMERICA BANCORPORATION,2023,6021,Depository Institutions (Banks),1.6824,1.2453,1.2749,0.4176,0.9757,83.54,0.4371,False,False,28,25
0000311094,WESTAMERICA BANCORPORATION,2024,6021,Depository Institutions (Banks),1.5344,1.2788,1.259,0.433,0.6359,73.76,0.2556,False,False,28,21
0000107687,WINNEBAGO INDUSTRIES INC,2014,3716,Transportation Equipment,1.338,1.2476,1.3082,0.4125,0.0721,52.88,0.0904,False,False,15,10
0000107687,WINNEBAGO INDUSTRIES INC,2015,3716,Transportation Equipment,1.5573,1.2333,1.3462,0.4697,0.4494,67.34,0.324,False,False,15,11
0000107687,WINNEBAGO INDUSTRIES INC,2016,3716,Transportation Equipment,1.5546,1.1557,1.2632,0.4318,0.6748,75.01,0.3989,False,False,15,11
0000107687,WINNEBAGO INDUSTRIES INC,2017,3716,Transportation Equipment,1.255,1.2318,1.21,0.4559,0.0988,53.93,0.0232,False,False,16,9
0000107687,WINNEBAGO INDUSTRIES INC,2018,3716,Transportation Equipment,1.1256,1.2809,1.2502,0.4894,-0.2546,39.95,-0.1553,False,False,16,6
0000107687,WINNEBAGO INDUSTRIES INC,2019,3716,Transportation Equipment,1.6551,1.2311,1.3009,0.4892,0.7241,76.55,0.424,False,False,16,10
0000107687,WINNEBAGO INDUSTRIES INC,2020,3716,Transportation Equipment,1.497,1.2754,1.3659,0.4555,0.2879,61.33,0.2216,False,False,16,11
0000107687,WINNEBAGO INDUSTRIES INC,2021,3716,Transportation Equipment,1.1564,1.2763,1.3516,0.4339,-0.4499,32.64,-0.1199,False,False,16,7
0000107687,WINNEBAGO INDUSTRIES INC,2022,3716,Transportation Equipment,1.0367,1.3186,1.4005,0.4197,-0.8669,19.3,-0.2819,False,False,16,5
0000107687,WINNEBAGO INDUSTRIES INC,2023,3716,Transportation Equipment,1.4653,1.3136,1.36,0.3727,0.2825,61.12,0.1517,False,False,16,11
0000107687,WINNEBAGO INDUSTRIES INC,2024,3716,Transportation Equipment,1.6359,1.5002,1.4398,0.3977,0.493,68.9,0.1357,False,False,16,13
0001374310,"Cboe Global Markets, Inc.",2014,6200,Security & Commodity Brokers,1.789,1.3472,1.4754,0.424,0.7396,77.02,0.4418,False,False,9,6
0001374310,"Cboe Global Markets, Inc.",2015,6200,Security & Commodity Brokers,1.1139,1.2322,1.4415,0.5555,-0.5897,27.77,-0.1183,False,False,11,5
0001374310,"Cboe Global Markets, Inc.",2016,6200,Security & Commodity Brokers,1.4381,1.2817,1.3073,0.3449,0.3794,64.78,0.1564,False,False,11,8
0001374310,"Cboe Global Markets, Inc.",2017,6200,Security & Commodity Brokers,1.1376,1.235,1.2833,0.3377,-0.4313,33.31,-0.0974,False,False,12,6
0001374310,"Cboe Global Markets, Inc.",2018,6200,Security & Commodity Brokers,0.7343,1.1867,1.2367,0.3883,-1.2938,9.79,-0.4524,False,False,13,2
0001374310,"Cboe Global Markets, Inc.",2019,6200,Security & Commodity Brokers,0.9279,1.3437,1.287,0.3117,-1.152,12.47,-0.4158,False,False,13,4
0001374310,"Cboe Global Markets, Inc.",2020,6200,Security & Commodity Brokers,1.324,1.2248,1.2221,0.3722,0.2737,60.78,0.0992,False,False,13,8
0001374310,"Cboe Global Markets, Inc.",2021,6200,Security & Commodity Brokers,1.9056,1.4508,1.5132,0.3336,1.1763,88.03,0.4548,False,False,14,12
0001374310,"Cboe Global Markets, Inc.",2022,6200,Security & Commodity Brokers,1.1506,1.4068,1.3512,0.3393,-0.5911,27.72,-0.2562,False,False,14,6
0001374310,"Cboe Global Markets, Inc.",2023,6200,Security & Commodity Brokers,0.9781,1.3346,1.1784,0.289,-0.6933,24.41,-0.3565,False,False,14,6
0001374310,"Cboe Global Markets, Inc.",2024,6200,Security & Commodity Brokers,0.7763,1.0825,1.0824,0.2948,-1.0382,14.96,-0.3062,False,False,14,2
0000896622,"APTARGROUP, INC.",2014,3089,Rubber & Miscellaneous Plastics,1.3838,1.1802,1.1091,0.2883,0.9528,82.97,0.2036,False,False,4,4
0000896622,"APTARGROUP, INC.",2015,3089,Rubber & Miscellaneous Plastics,1.0245,1.0454,1.0466,0.2433,-0.0907,46.38,-0.021,False,False,4,2
0000896622,"APTARGROUP, INC.",2016,3089,Rubber & Miscellaneous Plastics,0.9102,0.9111,0.9654,0.2736,-0.2018,42.0,-0.0009,False,False,4,2
0000896622,"APTARGROUP, INC.",2017,3089,Rubber & Miscellaneous Plastics,1.3914,0.7373,0.8624,0.3121,1.6952,95.5,0.6541,False,False,4,4
0000896622,"APTARGROUP, INC.",2018,3089,Rubber & Miscellaneous Plastics,1.4711,0.9886,1.047,0.2815,1.5065,93.4,0.4825,False,False,4,4
0000896622,"APTARGROUP, INC.",2019,3089,Rubber & Miscellaneous Plastics,1.7682,1.2441,1.2153,0.4192,1.319,90.64,0.5241,False,False,4,4
0000896622,"APTARGROUP, INC.",2020,3089,Rubber & Miscellaneous Plastics,1.6474,1.5753,1.4471,0.3551,0.564,71.36,0.0721,False,False,4,3
0000896622,"APTARGROUP, INC.",2021,3089,Rubber & Miscellaneous Plastics,1.6993,1.7684,1.7683,0.2267,-0.3044,38.04,-0.0692,False,False,4,2
0000896622,"APTARGROUP, INC.",2022,3089,Rubber & Miscellaneous Plastics,1.1426,1.2566,1.2357,0.1849,-0.5033,30.74,-0.114,False,False,4,2
0000896622,"APTARGROUP, INC.",2023,3089,Rubber & Miscellaneous Plastics,1.2717,1.2476,1.2346,0.2322,0.16,56.36,0.0242,False,False,4,3
0000896622,"APTARGROUP, INC.",2024,3089,Rubber & Miscellaneous Plastics,1.023,0.9844,1.0006,0.0664,0.3375,63.21,0.0385,False,False,4,3
0001591698,Paylocity Holding Corp,2014,7372,Business Services,2.3281,1.3776,1.4642,0.4658,1.8548,96.82,0.9504,False,False,30,30
0001591698,Paylocity Holding Corp,2015,7372,Business Services,2.4891,1.3992,1.445,0.4142,2.5206,99.41,1.0899,True,False,33,33
0001591698,Paylocity Holding Corp,2016,7372,Business Services,2.6466,1.2126,1.353,0.4438,2.9148,99.82,1.434,True,False,34,34
0001591698,Paylocity Holding Corp,2017,7372,Business Services,2.5659,1.4053,1.4205,0.5086,2.2522,98.78,1.1606,True,False,35,34
0001591698,Paylocity Holding Corp,2018,7372,Business Services,2.0342,1.2725,1.3518,0.4458,1.5309,93.71,0.7617,False,False,37,34
0001591698,Paylocity Holding Corp,2019,7372,Business Services,1.831,1.4501,1.513,0.5256,0.605,72.74,0.3809,False,False,39,34
0001591698,Paylocity Holding Corp,2020,7372,Business Services,2.0139,1.2848,1.4696,0.5263,1.0342,84.95,0.7291,False,False,41,35
0001591698,Paylocity Holding Corp,2021,7372,Business Services,1.6818,1.554,1.5149,0.5094,0.3276,62.84,0.1278,False,False,44,29
0001591698,Paylocity Holding Corp,2022,7372,Business Services,2.0733,1.6255,1.5964,0.5242,0.9098,81.85,0.4478,False,False,44,35
0001591698,Paylocity Holding Corp,2023,7372,Business Services,1.6022,1.4968,1.6082,0.54,-0.0111,49.56,0.1054,False,False,44,26
0001591698,Paylocity Holding Corp,2024,7372,Business Services,2.1187,1.6211,1.6381,0.498,0.9651,83.27,0.4976,False,False,45,38
0001158172,"COMSCORE, INC.",2014,7389,Business Services,2.052,1.3776,1.4642,0.4658,1.2621,89.65,0.6744,False,False,30,26
0001158172,"COMSCORE, INC.",2015,7389,Business Services,1.92,1.3992,1.445,0.4142,1.1467,87.43,0.5208,False,False,33,30
0001158172,"COMSCORE, INC.",2018,7389,Business Services,1.2767,1.2725,1.3518,0.4458,-0.1684,43.31,0.0042,False,False,37,20
0001158172,"COMSCORE, INC.",2019,7389,Business Services,1.4909,1.4501,1.513,0.5256,-0.0421,48.32,0.0408,False,False,39,22
0001158172,"COMSCORE, INC.",2020,7389,Business Services,1.4511,1.2848,1.4696,0.5263,-0.0351,48.6,0.1663,False,False,41,24
0001158172,"COMSCORE, INC.",2021,7389,Business Services,1.4351,1.554,1.5149,0.5094,-0.1567,43.77,-0.1189,False,False,44,18
0001158172,"COMSCORE, INC.",2022,7389,Business Services,1.3983,1.6255,1.5964,0.5242,-0.3778,35.28,-0.2272,False,False,44,16
0001158172,"COMSCORE, INC.",2023,7389,Business Services,1.7832,1.4968,1.6082,0.54,0.3241,62.71,0.2864,False,False,44,30
0001158172,"COMSCORE, INC.",2024,7389,Business Services,1.6995,1.6211,1.6381,0.498,0.1234,54.91,0.0784,False,False,45,25
0001298946,DiamondRock Hospitality Co,2014,6798,Holding & Investment Offices,1.5964,1.3512,1.5222,0.5922,0.1253,54.98,0.2452,False,False,34,22
0001298946,DiamondRock Hospitality Co,2015,6798,Holding & Investment Offices,1.8654,1.3685,1.5017,0.5406,0.6729,74.95,0.4969,False,False,34,26
0001298946,DiamondRock Hospitality Co,2016,6798,Holding & Investment Offices,1.4783,1.2439,1.3544,0.4945,0.2505,59.89,0.2344,False,False,34,22
0001298946,DiamondRock Hospitality Co,2017,6798,Holding & Investment Offices,2.3186,1.266,1.3465,0.5684,1.7102,95.64,1.0526,False,False,35,34
0001298946,DiamondRock Hospitality Co,2018,6798,Holding & Investment Offices,2.6525,1.4241,1.4123,0.4786,2.5915,99.52,1.2284,True,False,36,36
0001298946,DiamondRock Hospitality Co,2019,6798,Holding & Investment Offices,2.7456,1.489,1.565,0.5192,2.2738,98.85,1.2566,True,False,36,36
0001298946,DiamondRock Hospitality Co,2020,6798,Holding & Investment Offices,2.1273,1.603,1.6008,0.5311,0.9914,83.92,0.5242,False,False,36,30
0001298946,DiamondRock Hospitality Co,2021,6798,Holding & Investment Offices,2.0271,1.6365,1.6225,0.5162,0.7838,78.34,0.3906,False,False,38,33
0001298946,DiamondRock Hospitality Co,2022,6798,Holding & Investment Offices,1.7913,1.5338,1.5203,0.4835,0.5604,71.24,0.2575,False,False,38,27
0001298946,DiamondRock Hospitality Co,2023,6798,Holding & Investment Offices,2.0565,1.3933,1.527,0.635,0.8338,79.78,0.6632,False,False,38,31
0001298946,DiamondRock Hospitality Co,2024,6798,Holding & Investment Offices,2.7658,1.4158,1.4984,0.517,2.4515,99.29,1.35,True,False,38,38
0000729986,UNITED BANKSHARES INC/WV,2014,6022,Depository Institutions (Banks),1.7463,1.1132,1.1436,0.3362,1.7929,96.35,0.6331,False,False,28,27
0000729986,UNITED BANKSHARES INC/WV,2015,6022,Depository Institutions (Banks),1.9175,1.1838,1.2697,0.5379,1.2043,88.58,0.7337,False,False,28,25
0000729986,UNITED BANKSHARES INC/WV,2016,6022,Depository Institutions (Banks),1.9897,1.3085,1.2589,0.4684,1.5603,94.07,0.6812,False,False,28,26
0000729986,UNITED BANKSHARES INC/WV,2017,6022,Depository Institutions (Banks),1.7445,1.2254,1.2671,0.4684,1.0193,84.6,0.5191,False,False,28,24
0000729986,UNITED BANKSHARES INC/WV,2018,6022,Depository Institutions (Banks),1.3283,1.1459,1.1929,0.4616,0.2933,61.54,0.1824,False,False,28,20
0000729986,UNITED BANKSHARES INC/WV,2019,6022,Depository Institutions (Banks),1.6562,1.1102,1.1872,0.4375,1.072,85.81,0.546,False,False,28,25
0000729986,UNITED BANKSHARES INC/WV,2020,6022,Depository Institutions (Banks),1.5735,1.1194,1.2621,0.4954,0.6285,73.52,0.4541,False,False,28,23
0000729986,UNITED BANKSHARES INC/WV,2021,6022,Depository Institutions (Banks),1.848,1.2003,1.2948,0.4619,1.1977,88.45,0.6477,False,False,28,26
0000729986,UNITED BANKSHARES INC/WV,2022,6022,Depository Institutions (Banks),1.6998,1.2701,1.2824,0.4081,1.0228,84.68,0.4297,False,False,28,25
0000729986,UNITED BANKSHARES INC/WV,2023,6022,Depository Institutions (Banks),1.1819,1.2453,1.2749,0.4176,-0.2227,41.19,-0.0634,False,False,28,13
0000729986,UNITED BANKSHARES INC/WV,2024,6022,Depository Institutions (Banks),1.0366,1.2788,1.259,0.433,-0.5137,30.37,-0.2422,False,False,28,9
0001567683,"Clearway Energy, Inc.",2014,4911,"Electric, Gas & Sanitary Services",0.9776,0.8028,0.8617,0.3582,0.3237,62.69,0.1748,False,False,20,15
0001567683,"Clearway Energy, Inc.",2015,4911,"Electric, Gas & Sanitary Services",1.0966,0.9302,0.9394,0.3465,0.4537,67.5,0.1664,False,False,20,15
0001567683,"Clearway Energy, Inc.",2016,4911,"Electric, Gas & Sanitary Services",1.2248,0.9535,0.8569,0.2696,1.3646,91.38,0.2713,False,False,20,19
0001567683,"Clearway Energy, Inc.",2017,4911,"Electric, Gas & Sanitary Services",0.8487,1.0483,0.9979,0.4896,-0.3048,38.03,-0.1996,False,False,21,8
0001567683,"Clearway Energy, Inc.",2018,4911,"Electric, Gas & Sanitary Services",0.7168,0.9015,0.9656,0.3937,-0.632,26.37,-0.1847,False,False,21,7
0001567683,"Clearway Energy, Inc.",2019,4911,"Electric, Gas & Sanitary Services",0.8398,1.0446,1.0865,0.4179,-0.5904,27.74,-0.2048,False,False,21,7
0001567683,"Clearway Energy, Inc.",2020,4911,"Electric, Gas & Sanitary Services",0.6663,1.1442,1.1346,0.3967,-1.1805,11.89,-0.4779,False,False,21,3
0001567683,"Clearway Energy, Inc.",2021,4911,"Electric, Gas & Sanitary Services",1.1716,1.1401,1.1109,0.3647,0.1664,56.61,0.0315,False,False,21,12
0001567683,"Clearway Energy, Inc.",2022,4911,"Electric, Gas & Sanitary Services",1.0492,1.1618,1.2285,0.4636,-0.3868,34.95,-0.1126,False,False,21,6
0001567683,"Clearway Energy, Inc.",2023,4911,"Electric, Gas & Sanitary Services",0.7662,1.0936,1.178,0.5297,-0.7773,21.85,-0.3274,False,False,22,6
0001567683,"Clearway Energy, Inc.",2024,4911,"Electric, Gas & Sanitary Services",0.9617,1.0848,1.127,0.388,-0.4261,33.5,-0.1231,False,False,22,8
0000200406,JOHNSON & JOHNSON,2014,2834,Chemicals & Allied Products,0.6875,1.4375,1.549,0.6206,-1.3881,8.25,-0.75,False,False,24,1
0000200406,JOHNSON & JOHNSON,2015,2834,Chemicals & Allied Products,0.8774,1.5709,1.5437,0.4576,-1.4559,7.27,-0.6935,False,False,26,3
0000200406,JOHNSON & JOHNSON,2016,2834,Chemicals & Allied Products,0.4971,1.34,1.4692,0.7809,-1.2449,10.66,-0.8428,False,False,28,1
0000200406,JOHNSON & JOHNSON,2017,2834,Chemicals & Allied Products,0.6019,1.425,1.5316,1.0874,-0.855,19.63,-0.8231,False,False,31,3
0000200406,JOHNSON & JOHNSON,2018,2834,Chemicals & Allied Products,0.8365,1.3473,1.4858,0.8341,-0.7785,21.82,-0.5108,False,False,31,9
0000200406,JOHNSON & JOHNSON,2019,2834,Chemicals & Allied Products,0.7769,1.5833,1.6399,0.6453,-1.3373,9.06,-0.8064,False,False,32,2
0000200406,JOHNSON & JOHNSON,2020,2834,Chemicals & Allied Products,0.7892,1.4028,1.5299,0.6516,-1.1368,12.78,-0.6136,False,False,32,6
0000200406,JOHNSON & JOHNSON,2021,2834,Chemicals & Allied Products,0.885,1.2714,1.5084,0.6653,-0.9371,17.44,-0.3864,False,False,33,5
0000200406,JOHNSON & JOHNSON,2022,2834,Chemicals & Allied Products,0.5244,1.5209,1.5771,0.6583,-1.5991,5.49,-0.9965,False,False,33,1
0000200406,JOHNSON & JOHNSON,2023,2834,Chemicals & Allied Products,0.4909,1.3508,1.5252,0.6247,-1.6556,4.89,-0.8599,False,False,33,1
0000200406,JOHNSON & JOHNSON,2024,2834,Chemicals & Allied Products,0.6698,1.6192,1.7101,0.5469,-1.9023,2.86,-0.9494,False,False,33,1
0000771497,ABM INDUSTRIES INC /DE/,2014,7340,Business Services,1.7968,1.3776,1.4642,0.4658,0.7142,76.24,0.4191,False,False,30,22
0000771497,ABM INDUSTRIES INC /DE/,2015,7340,Business Services,1.4815,1.3992,1.445,0.4142,0.0881,53.51,0.0823,False,False,33,20
0000771497,ABM INDUSTRIES INC /DE/,2016,7340,Business Services,1.1974,1.2126,1.353,0.4438,-0.3505,36.3,-0.0151,False,False,34,17
0000771497,ABM INDUSTRIES INC /DE/,2017,7340,Business Services,1.8325,1.4053,1.4205,0.5086,0.8101,79.11,0.4272,False,False,35,29
0000771497,ABM INDUSTRIES INC /DE/,2018,7340,Business Services,1.7424,1.2725,1.3518,0.4458,0.8763,80.96,0.4699,False,False,37,32
0000771497,ABM INDUSTRIES INC /DE/,2019,7340,Business Services,1.5705,1.4501,1.513,0.5256,0.1094,54.35,0.1204,False,False,39,25
0000771497,ABM INDUSTRIES INC /DE/,2020,7340,Business Services,1.2192,1.2848,1.4696,0.5263,-0.4757,31.71,-0.0656,False,False,41,16
0000771497,ABM INDUSTRIES INC /DE/,2021,7340,Business Services,1.5488,1.554,1.5149,0.5094,0.0665,52.65,-0.0052,False,False,44,22
0000771497,ABM INDUSTRIES INC /DE/,2022,7340,Business Services,1.5298,1.6255,1.5964,0.5242,-0.127,44.95,-0.0957,False,False,44,21
0000771497,ABM INDUSTRIES INC /DE/,2023,7340,Business Services,1.741,1.4968,1.6082,0.54,0.2459,59.71,0.2442,False,False,44,28
0000771497,ABM INDUSTRIES INC /DE/,2024,7340,Business Services,1.251,1.6211,1.6381,0.498,-0.7772,21.85,-0.3701,False,False,45,11
0000935036,"ACI WORLDWIDE, INC.",2014,7372,Business Services,1.0954,1.3776,1.4642,0.4658,-0.7917,21.43,-0.2823,False,False,30,9
0000935036,"ACI WORLDWIDE, INC.",2015,7372,Business Services,1.2532,1.3992,1.445,0.4142,-0.463,32.17,-0.146,False,False,33,12
0000935036,"ACI WORLDWIDE, INC.",2016,7372,Business Services,1.0989,1.2126,1.353,0.4438,-0.5725,28.35,-0.1137,False,False,34,9
0000935036,"ACI WORLDWIDE, INC.",2017,7372,Business Services,0.8055,1.4053,1.4205,0.5086,-1.2093,11.33,-0.5998,False,False,35,4
0000935036,"ACI WORLDWIDE, INC.",2018,7372,Business Services,1.17,1.2725,1.3518,0.4458,-0.4078,34.17,-0.1025,False,False,37,17
0000935036,"ACI WORLDWIDE, INC.",2019,7372,Business Services,1.6026,1.4501,1.513,0.5256,0.1704,56.77,0.1525,False,False,39,28
0000935036,"ACI WORLDWIDE, INC.",2020,7372,Business Services,2.2452,1.2848,1.4696,0.5263,1.4737,92.97,0.9604,False,False,41,36
0000935036,"ACI WORLDWIDE, INC.",2021,7372,Business Services,1.7115,1.554,1.5149,0.5094,0.3859,65.02,0.1575,False,False,44,30
0000935036,"ACI WORLDWIDE, INC.",2022,7372,Business Services,1.4491,1.6255,1.5964,0.5242,-0.2809,38.94,-0.1764,False,False,44,18
0000935036,"ACI WORLDWIDE, INC.",2023,7372,Business Services,1.5883,1.4968,1.6082,0.54,-0.0369,48.53,0.0915,False,False,44,24
0000935036,"ACI WORLDWIDE, INC.",2024,7372,Business Services,1.7781,1.6211,1.6381,0.498,0.2812,61.07,0.157,False,False,45,29
0001561550,"Datadog, Inc.",2019,7372,Business Services,3.0079,1.4501,1.513,0.5256,2.8441,99.78,1.5578,True,False,39,39
0001561550,"Datadog, Inc.",2020,7372,Business Services,1.2271,1.2848,1.4696,0.5263,-0.4607,32.25,-0.0577,False,False,41,17
0001561550,"Datadog, Inc.",2021,7372,Business Services,1.0726,1.554,1.5149,0.5094,-0.8683,19.26,-0.4814,False,False,44,10
0001561550,"Datadog, Inc.",2022,7372,Business Services,2.067,1.6255,1.5964,0.5242,0.8978,81.54,0.4415,False,False,44,34
0001561550,"Datadog, Inc.",2023,7372,Business Services,2.8783,1.4968,1.6082,0.54,2.3521,99.07,1.3815,True,False,44,44
0001561550,"Datadog, Inc.",2024,7372,Business Services,3.0601,1.6211,1.6381,0.498,2.8554,99.79,1.439,True,False,45,45
0001084048,"ZIFF DAVIS, INC.",2014,4822,Communications,1.548,1.548,1.7158,0.5937,-0.2827,38.87,0.0,False,False,5,3
0001084048,"ZIFF DAVIS, INC.",2015,4822,Communications,1.2314,1.338,1.603,0.8215,-0.4523,32.55,-0.1066,False,False,6,3
0001084048,"ZIFF DAVIS, INC.",2016,4822,Communications,0.906,1.2624,1.5203,0.904,-0.6795,24.84,-0.3564,False,False,6,2
0001084048,"ZIFF DAVIS, INC.",2017,4822,Communications,1.3938,1.4379,1.7481,0.7336,-0.4829,31.46,-0.0441,False,False,6,3
0001084048,"ZIFF DAVIS, INC.",2018,4822,Communications,1.2079,1.3778,1.5733,0.4892,-0.747,22.75,-0.1699,False,False,6,2
0001084048,"ZIFF DAVIS, INC.",2019,4822,Communications,1.1506,1.4651,1.6265,0.4916,-0.9681,16.65,-0.3145,False,False,7,2
0001084048,"ZIFF DAVIS, INC.",2020,4822,Communications,1.5455,1.482,1.5028,0.5706,0.0748,52.98,0.0635,False,False,8,5
0001084048,"ZIFF DAVIS, INC.",2021,4822,Communications,1.5718,1.6665,1.7307,0.439,-0.3619,35.87,-0.0947,False,False,8,3
0001084048,"ZIFF DAVIS, INC.",2022,4822,Communications,1.3862,1.9297,1.8444,0.5263,-0.8706,19.2,-0.5435,False,False,8,3
0001084048,"ZIFF DAVIS, INC.",2023,4822,Communications,1.6699,1.8693,1.8351,0.5498,-0.3005,38.19,-0.1994,False,False,8,4
0001084048,"ZIFF DAVIS, INC.",2024,4822,Communications,2.2353,1.8392,1.7868,0.4513,0.9936,83.98,0.3961,False,False,8,7
0001364250,Douglas Emmett Inc,2014,6798,Holding & Investment Offices,1.6353,1.3512,1.5222,0.5922,0.1909,57.57,0.2841,False,False,34,23
0001364250,Douglas Emmett Inc,2015,6798,Holding & Investment Offices,1.3948,1.3685,1.5017,0.5406,-0.1977,42.16,0.0263,False,False,34,20
0001364250,Douglas Emmett Inc,2016,6798,Holding & Investment Offices,0.9118,1.2439,1.3544,0.4945,-0.895,18.54,-0.3321,False,False,34,6
0001364250,Douglas Emmett Inc,2017,6798,Holding & Investment Offices,0.8399,1.266,1.3465,0.5684,-0.8912,18.64,-0.4261,False,False,35,9
0001364250,Douglas Emmett Inc,2018,6798,Holding & Investment Offices,1.1024,1.4241,1.4123,0.4786,-0.6476,25.86,-0.3217,False,False,36,11
0001364250,Douglas Emmett Inc,2019,6798,Holding & Investment Offices,1.1882,1.489,1.565,0.5192,-0.7258,23.4,-0.3009,False,False,36,10
0001364250,Douglas Emmett Inc,2020,6798,Holding & Investment Offices,0.9114,1.603,1.6008,0.5311,-1.2979,9.72,-0.6917,False,False,36,3
0001364250,Douglas Emmett Inc,2021,6798,Holding & Investment Offices,1.5332,1.6365,1.6225,0.5162,-0.1731,43.13,-0.1033,False,False,38,16
0001364250,Douglas Emmett Inc,2022,6798,Holding & Investment Offices,1.9871,1.5338,1.5203,0.4835,0.9654,83.28,0.4534,False,False,38,33
0001364250,Douglas Emmett Inc,2023,6798,Holding & Investment Offices,1.9958,1.3933,1.527,0.635,0.7382,76.98,0.6025,False,False,38,30
0001364250,Douglas Emmett Inc,2024,6798,Holding & Investment Offices,2.1455,1.4158,1.4984,0.517,1.2517,89.47,0.7297,False,False,38,33
0000895417,EQUITY LIFESTYLE PROPERTIES INC,2014,6798,Holding & Investment Offices,1.0447,1.3512,1.5222,0.5922,-0.8063,21.0,-0.3065,False,False,34,5
0000895417,EQUITY LIFESTYLE PROPERTIES INC,2015,6798,Holding & Investment Offices,1.1042,1.3685,1.5017,0.5406,-0.7353,23.11,-0.2643,False,False,34,8
0000895417,EQUITY LIFESTYLE PROPERTIES INC,2016,6798,Holding & Investment Offices,1.1619,1.2439,1.3544,0.4945,-0.3893,34.85,-0.082,False,False,34,14
0000895417,EQUITY LIFESTYLE PROPERTIES INC,2017,6798,Holding & Investment Offices,1.1348,1.266,1.3465,0.5684,-0.3724,35.48,-0.1312,False,False,35,15
0000895417,EQUITY LIFESTYLE PROPERTIES INC,2018,6798,Holding & Investment Offices,1.441,1.4241,1.4123,0.4786,0.06,52.39,0.0169,False,False,36,19
0000895417,EQUITY LIFESTYLE PROPERTIES INC,2019,6798,Holding & Investment Offices,1.0898,1.489,1.565,0.5192,-0.9153,18.0,-0.3992,False,False,36,6
0000895417,EQUITY LIFESTYLE PROPERTIES INC,2020,6798,Holding & Investment Offices,1.4559,1.603,1.6008,0.5311,-0.2727,39.25,-0.1472,False,False,36,14
0000895417,EQUITY LIFESTYLE PROPERTIES INC,2021,6798,Holding & Investment Offices,1.5804,1.6365,1.6225,0.5162,-0.0816,46.75,-0.0561,False,False,38,17
