cik,company_name,year_2014_chi_square,year_2014_p_value,year_2014_MAD,year_2014_KS_test,year_2015_chi_square,year_2015_p_value,year_2015_MAD,year_2015_KS_test,year_2016_chi_square,year_2016_p_value,year_2016_MAD,year_2016_KS_test,year_2017_chi_square,year_2017_p_value,year_2017_MAD,year_2017_KS_test,year_2018_chi_square,year_2018_p_value,year_2018_MAD,year_2018_KS_test,year_2019_chi_square,year_2019_p_value,year_2019_MAD,year_2019_KS_test,year_2020_chi_square,year_2020_p_value,year_2020_MAD,year_2020_KS_test,year_2021_chi_square,year_2021_p_value,year_2021_MAD,year_2021_KS_test,year_2022_chi_square,year_2022_p_value,year_2022_MAD,year_2022_KS_test,year_2023_chi_square,year_2023_p_value,year_2023_MAD,year_2023_KS_test,year_2024_chi_square,year_2024_p_value,year_2024_MAD,year_2024_KS_test,symbol,year_2014_stock_annual_return,year_2014_stock_volatility,year_2014_stock_max_drawdown,year_2014_stock_sharpe_ratio,year_2014_stock_avg_volume,year_2014_stock_trading_days,year_2014_stock_volume_benford_MAD,year_2014_stock_volume_benford_chi_square,year_2014_stock_volume_benford_p_value,year_2015_stock_annual_return,year_2015_stock_volatility,year_2015_stock_max_drawdown,year_2015_stock_sharpe_ratio,year_2015_stock_avg_volume,year_2015_stock_trading_days,year_2015_stock_volume_benford_MAD,year_2015_stock_volume_benford_chi_square,year_2015_stock_volume_benford_p_value,year_2016_stock_annual_return,year_2016_stock_volatility,year_2016_stock_max_drawdown,year_2016_stock_sharpe_ratio,year_2016_stock_avg_volume,year_2016_stock_trading_days,year_2016_stock_volume_benford_MAD,year_2016_stock_volume_benford_chi_square,year_2016_stock_volume_benford_p_value,year_2017_stock_annual_return,year_2017_stock_volatility,year_2017_stock_max_drawdown,year_2017_stock_sharpe_ratio,year_2017_stock_avg_volume,year_2017_stock_trading_days,year_2017_stock_volume_benford_MAD,year_2017_stock_volume_benford_chi_square,year_2017_stock_volume_benford_p_value,year_2018_stock_annual_return,year_2018_stock_volatility,year_2018_stock_max_drawdown,year_2018_stock_sharpe_ratio,year_2018_stock_avg_volume,year_2018_stock_trading_days,year_2018_stock_volume_benford_MAD,year_2018_stock_volume_benford_chi_square,year_2018_stock_volume_benford_p_value,year_2019_stock_annual_return,year_2019_stock_volatility,year_2019_stock_max_drawdown,year_2019_stock_sharpe_ratio,year_2019_stock_avg_volume,year_2019_stock_trading_days,year_2019_stock_volume_benford_MAD,year_2019_stock_volume_benford_chi_square,year_2019_stock_volume_benford_p_value,year_2020_stock_annual_return,year_2020_stock_volatility,year_2020_stock_max_drawdown,year_2020_stock_sharpe_ratio,year_2020_stock_avg_volume,year_2020_stock_trading_days,year_2020_stock_volume_benford_MAD,year_2020_stock_volume_benford_chi_square,year_2020_stock_volume_benford_p_value,year_2021_stock_annual_return,year_2021_stock_volatility,year_2021_stock_max_drawdown,year_2021_stock_sharpe_ratio,year_2021_stock_avg_volume,year_2021_stock_trading_days,year_2021_stock_volume_benford_MAD,year_2021_stock_volume_benford_chi_square,year_2021_stock_volume_benford_p_value,year_2022_stock_annual_return,year_2022_stock_volatility,year_2022_stock_max_drawdown,year_2022_stock_sharpe_ratio,year_2022_stock_avg_volume,year_2022_stock_trading_days,year_2022_stock_volume_benford_MAD,year_2022_stock_volume_benford_chi_square,year_2022_stock_volume_benford_p_value,year_2023_stock_annual_return,year_2023_stock_volatility,year_2023_stock_max_drawdown,year_2023_stock_sharpe_ratio,year_2023_stock_avg_volume,year_2023_stock_trading_days,year_2023_stock_volume_benford_MAD,year_2023_stock_volume_benford_chi_square,year_2023_stock_volume_benford_p_value,year_2024_stock_annual_return,year_2024_stock_volatility,year_2024_stock_max_drawdown,year_2024_stock_sharpe_ratio,year_2024_stock_avg_volume,year_2024_stock_trading_days,year_2024_stock_volume_benford_MAD,year_2024_stock_volume_benford_chi_square,year_2024_stock_volume_benford_p_value
0000059558,LINCOLN NATIONAL CORP,84.3213,0.0,1.9719,0.9148,83.628,0.0,1.7786,0.9222,83.1776,0.0,1.9012,0.9056,91.9588,0.0,2.0654,0.8956,55.622,0.0,1.7152,0.8964,33.227,0.0001,1.3194,0.8937,22.3072,0.0044,1.1324,0.9075,43.4731,0.0,1.4191,0.9115,38.0929,0.0,1.3016,0.9024,61.9212,0.0,0.6508,0.9062,43.3967,0.0,0.9302,0.906,LNC,15.575477702878327,23.775813230595453,-16.29440146410448,0.5709784801560008,1907853.5714285711,252,8.8774,170.8796,0.0,-11.168847645307835,26.654708332653243,-25.01494536478979,-0.4940533387557422,2014096.825396825,252,8.4365,151.6161,0.0,38.21266806811432,38.16758285182033,-37.02710358840407,0.9487807548281048,2278627.380952381,252,6.8051,111.0212,0.0,16.849144274407244,20.249216306678257,-13.327865520057248,0.7333194554057852,1463013.9442231075,251,9.6704,234.3358,0.0,-32.886715938798346,28.2363640690799,-42.367497860497934,-1.2355243703986971,1692017.9282868523,251,7.8217,163.6334,0.0,17.45016295141795,29.822884537767745,-23.127529761881753,0.5180640032271809,1539758.7301587302,252,8.6139,196.0253,0.0,-12.184035569148769,96.06630402121034,-72.11050522516176,-0.1476483946547698,2271667.984189723,253,6.2532,93.6131,0.0,43.74237096529844,36.65682063970813,-19.29456453937556,1.1387340810479738,1422873.015873016,252,9.2443,196.4013,0.0,-54.495875418666074,56.75501703198221,-59.76112444336831,-0.9954340316175024,1899020.717131474,251,7.0697,132.017,0.0,-5.858574167690791,44.4989823429183,-45.907898459784604,-0.1766012109474999,3022786.0,250,6.1,118.5241,0.0,23.184772846699683,34.92468112326612,-17.073843168829487,0.6065845747289247,1587847.619047619,252,8.0979,167.8044,0.0
0000311094,WESTAMERICA BANCORPORATION,46.1619,0.0,1.3117,0.9092,23.6554,0.0026,0.7469,0.9014,44.2279,0.0,1.2835,0.905,48.2709,0.0,1.4164,0.9086,86.0327,0.0,1.8829,0.9219,93.8885,0.0,1.8633,0.918,44.0078,0.0,1.0944,0.9132,37.8394,0.0,1.1981,0.9111,51.1698,0.0,1.3662,0.8978,68.5851,0.0,1.6824,0.9058,48.9576,0.0,1.5344,0.9159,WABC,-8.761974606223937,19.23860619385074,-17.827755138827193,-0.559394713826192,181427.77777777775,252,7.9656,140.7144,0.0,-0.1557126668391627,23.371517027170334,-16.57598146341245,-0.0922367454510145,162734.12698412698,252,8.4947,186.0523,0.0,43.88245482853162,24.49625550723142,-10.251361740549513,1.709749264174996,153502.38095238095,252,6.1917,84.8161,0.0,-3.007393130695239,22.94779531115508,-20.53850009734414,-0.2182080266447693,104227.49003984065,251,6.8041,148.1964,0.0,-3.615188536109347,23.359812977663857,-17.68549285351957,-0.2403781460698537,96306.77290836652,251,6.2483,138.0085,0.0,22.369451088839632,18.399057623034544,-8.191897979044718,1.1070920862456712,90245.63492063493,252,7.7843,173.8997,0.0,-15.971242537479576,45.42600194711442,-29.904905138449507,-0.3956157655785324,126981.81818181818,253,6.395,98.2105,0.0,5.952599132985683,24.36066085988255,-17.542432212657516,0.1622533623254398,93203.96825396824,252,7.7843,178.4521,0.0,3.8469946043156034,22.035018627003033,-15.59270731604195,0.0838208778299912,123316.73306772907,251,8.4863,167.7781,0.0,0.3248055721246616,29.258471622034403,-35.64197913664885,-0.0572550217084394,167676.0,250,5.8333,87.7929,0.0,-3.44049355088304,29.552137210688823,-20.10071479340727,-0.1840981419413296,128086.50793650794,252,7.3381,136.6333,0.0
0000107687,WINNEBAGO INDUSTRIES INC,28.3635,0.0004,1.338,0.9027,34.5144,0.0,1.5573,0.8995,31.6819,0.0001,1.5546,0.9051,28.5705,0.0004,1.255,0.8965,17.6709,0.0238,1.1256,0.9016,48.4737,0.0,1.6551,0.913,41.7601,0.0,1.497,0.9076,20.5356,0.0085,1.1564,0.8968,25.996,0.0011,1.0367,0.9112,38.0863,0.0,1.4653,0.9201,39.1883,0.0,1.6359,0.9191,WGO,-19.054054518431972,31.308076594757427,-28.997550194472417,-0.6724799734889334,296357.5396825397,252,4.0714,44.0008,0.0,-7.13603578009648,37.71923393222109,-25.257928133957407,-0.2422115941302869,412298.4126984127,252,6.312,95.394,0.0,67.47955444622853,40.49095396369979,-14.919358998786713,1.6171403248471514,288081.74603174604,252,4.5123,51.74,0.0,71.53348022007039,37.821642602629126,-29.02201023807112,1.8384574395834636,517396.4143426295,251,4.2789,53.5204,0.0,-55.92256595077302,50.40080964381398,-64.71276257735329,-1.149238799140645,735741.4342629482,251,5.7417,83.213,0.0,115.41008886212856,40.4835892549285,-23.597998460731755,2.8013842386349657,571835.7142857143,252,6.6259,113.1389,0.0,14.579222610621636,78.69084265761377,-67.12481600021422,0.1598562448410193,780191.699604743,253,7.1526,128.7445,0.0,23.419956664982077,40.73742618684825,-28.320389845316868,0.5258053507537828,617366.2698412698,252,7.4665,136.7954,0.0,-29.3701651664423,50.799589900187314,-42.50643405837678,-0.617527921545812,676743.0278884462,251,7.3061,141.8216,0.0,41.379528001507296,35.27775549443366,-19.92403926846437,1.1162707901788378,471197.6,250,7.4556,151.3058,0.0,-33.32256642027643,35.820257093234346,-36.89361239968208,-0.9861058877477482,604319.0476190476,252,8.0707,149.0618,0.0
0001374310,"Cboe Global Markets, Inc.",59.0607,0.0,1.789,0.8743,34.0475,0.0,1.1139,0.8953,44.4885,0.0,1.4381,0.9094,35.0232,0.0,1.1376,0.9053,14.4199,0.0715,0.7343,0.8934,34.1325,0.0,0.9279,0.9037,54.7375,0.0,1.324,0.9102,78.6948,0.0,1.9056,0.9129,39.4025,0.0,1.1506,0.9155,35.4421,0.0,0.9781,0.9101,19.2591,0.0135,0.7763,0.9028,CBOE,26.19879697655107,22.0331752874489,-19.9348978068767,1.098289132676025,661592.4603174604,252,7.7892,168.3288,0.0,3.862741262484236,18.9491920609748,-17.108469842214586,0.0983018830824184,634847.2222222222,252,7.7011,150.8951,0.0,17.16070492934792,18.610802030026647,-11.57894171289773,0.814618569628953,623426.5873015873,252,5.0753,69.1053,0.0,72.54005386241853,13.909694260024176,-3.570551881441624,5.071287157270409,1108847.4103585656,251,7.3505,191.9112,0.0,-19.408068563382564,26.217067884136412,-32.74084839143305,-0.8165699024007291,1095220.717131474,251,6.6422,130.0736,0.0,26.668217208995877,19.07224657708927,-8.645209368932182,1.2934090962639302,692813.8888888889,252,9.1561,248.3108,0.0,-20.85656749551775,43.35481653951285,-40.533185348320906,-0.5271978829546345,886444.2687747036,253,6.761,156.624,0.0,43.01484324999132,26.42539257459604,-12.888550229682249,1.5520996758784504,611796.4285714285,252,8.9656,188.7273,0.0,-0.6846071213283229,25.493590700287477,-18.051620903452175,-0.1053051785795733,659794.422310757,251,9.4309,237.6841,0.0,43.38261343010214,17.725099165104535,-8.158538431390737,2.3346900936708006,701225.6,250,8.4333,204.1327,0.0,10.967227696063569,21.078644259401777,-14.478748098903871,0.4254176685041727,835219.4444444445,252,9.1952,226.3926,0.0
0000896622,"APTARGROUP, INC.",42.26,0.0,1.3838,0.9169,20.0269,0.0102,1.0245,0.9122,31.053,0.0001,0.9102,0.9211,49.6713,0.0,1.3914,0.9167,83.8132,0.0,1.4711,0.9116,122.7346,0.0,1.7682,0.9147,78.3567,0.0,1.6474,0.9095,70.0609,0.0,1.6993,0.9043,30.9228,0.0001,1.1426,0.8897,41.8229,0.0,1.2717,0.8861,28.0841,0.0005,1.023,0.9015,ATR,1.2742991099516623,15.341887636743325,-16.651018104034076,-0.0473019296732631,257433.73015873015,252,5.8351,82.7438,0.0,10.922879509607004,16.760947973672554,-8.474828787726754,0.5323612676098461,311809.92063492065,252,6.1748,106.0318,0.0,3.5758165135795035,19.095244576301788,-11.667706148972297,0.0825240288116118,280763.8888888889,252,5.7339,96.6359,0.0,20.02308867458112,13.0462226495531,-9.845301617334314,1.3814794641112844,277836.65338645416,251,6.1773,132.9648,0.0,9.619737642019196,20.317612915916214,-19.61638353169646,0.3750311453197397,296231.47410358564,251,7.1692,150.4874,0.0,29.843043904990303,15.376328067844389,-13.54485855285802,1.8107732731858668,244295.6349206349,252,6.8051,124.0741,0.0,21.91647536592823,33.50928949610737,-28.79443281488631,0.5943568385191169,282747.43083003955,253,4.7185,89.5347,0.0,-7.584991328955326,21.251173962964316,-27.42860313550511,-0.451033497992142,242953.57142857145,252,7.3783,133.6409,0.0,-7.680271822562222,26.63339291806436,-23.732690117670668,-0.3634637108513682,262931.47410358564,251,6.797,148.3488,0.0,13.605058348849283,17.98621700994246,-8.570992207480737,0.6452195223950768,266433.6,250,6.2556,122.2017,0.0,29.37226883374466,16.575692723792972,-11.02469240284692,1.6513499188154068,288802.38095238095,252,6.8802,143.1921,0.0
0001591698,Paylocity Holding Corp,63.1697,0.0,2.3281,0.8997,67.1459,0.0,2.4891,0.9092,114.2558,0.0,2.6466,0.909,97.658,0.0,2.5659,0.9037,87.2246,0.0,2.0342,0.9002,83.8937,0.0,1.831,0.9099,95.5581,0.0,2.0139,0.9131,85.1793,0.0,1.6818,0.919,85.719,0.0,2.0733,0.915,47.1937,0.0,1.6022,0.9165,76.6822,0.0,2.1187,0.9003,PCTY,8.610647321095609,51.47242818464473,-40.407536087644466,0.1284308425742327,243833.5,200,4.6556,45.8831,0.0,57.96649441582266,46.011685521786575,-22.59269362894709,1.2163539279455968,225976.9841269841,252,7.1138,112.866,0.0,-22.1732386927025,44.7140134457567,-36.51364514858395,-0.540618853685041,350402.77777777775,252,3.8069,46.3913,0.0,56.729809266405454,33.571128684037774,-16.195471916478628,1.630264200572681,290944.22310756973,251,5.2034,82.3764,0.0,26.147076601567456,39.48479558895232,-35.972746426880924,0.6115537953632892,275245.81673306774,251,5.2522,99.348,0.0,102.88833122206438,37.33840808149203,-15.070717084035993,2.7019987301513506,330781.74603174604,252,8.252,175.6072,0.0,62.41521189834115,58.74879433438598,-50.57425256536872,1.0283651363885065,472673.5177865613,253,6.8723,107.7557,0.0,18.655481641230224,38.5461319786314,-28.97792513606397,0.4320921655761317,256875.0,252,6.3642,95.4339,0.0,-16.20584351787125,55.72204046607627,-33.442608017488865,-0.326726074020118,350857.76892430277,251,6.0334,89.8082,0.0,-14.376976497834857,39.99411139006642,-39.07424116041489,-0.409484694836913,455713.6,250,7.1,112.103,0.0,22.524568477610583,32.868787183209,-25.672243893581236,0.6244394830636023,483483.3333333333,252,6.4965,126.7604,0.0
0001158172,"COMSCORE, INC.",84.0392,0.0,2.052,0.8937,86.6089,0.0,1.92,0.8767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7531,0.0,1.2767,0.9008,71.6406,0.0,1.4909,0.9111,77.832,0.0,1.4511,0.9217,64.4957,0.0,1.4351,0.9029,70.2951,0.0,1.3983,0.872,124.3129,0.0,1.7832,0.8605,58.5648,0.0,1.6995,0.9175,SCOR,64.17963501924616,30.242368186832085,-16.656751328585713,2.056043846669388,11807.65873015873,252,6.8192,117.6847,0.0,-9.778558541258448,45.42963641789809,-42.001859570423555,-0.2592703677597121,17313.194444444445,252,6.9854,115.2559,0.0,-22.10162986001284,57.036992464996985,-44.84763678303123,-0.4225613732141253,31143.4126984127,252,4.9533,70.3497,0.0,-10.349164683280044,35.97297010838806,-36.989569628469646,-0.3432901049335514,18814.42231075697,251,1.9444,11.3255,0.1839,-49.22589836250973,38.50865815292844,-54.67354161632839,-1.3302436599862202,8101.653386454183,251,2.3301,17.8071,0.0227,-66.75639333993931,92.60361788690967,-93.62618415794648,-0.7424806385416464,33473.25396825397,252,2.8369,25.5066,0.0013,-48.8706381346115,96.73829624714872,-65.68265660581332,-0.5258583219684404,21250.395256916996,253,3.4965,31.1823,0.0001,39.74896258986984,62.88893586746098,-38.21782027140702,0.6002480733562757,30883.78968253968,252,3.4139,40.676,0.0,-65.7817113293803,62.9145057340552,-70.77364079281865,-1.0773622162097112,18985.01992031873,251,4.1872,43.4498,0.0,-29.831927318153937,75.00639673097481,-65.27777685795299,-0.4243895015024572,14693.66,250,2.7,16.6432,0.034,-67.4470458264417,76.9318221253441,-75.92233035777693,-0.9027089689009636,21234.52380952381,252,2.3219,16.1134,0.0408
0001298946,DiamondRock Hospitality Co,26.4773,0.0009,1.5964,0.9124,34.1517,0.0,1.8654,0.9164,27.0465,0.0007,1.4783,0.9119,53.5996,0.0,2.3186,0.8849,74.1984,0.0,2.6525,0.875,145.2252,0.0,2.7456,0.9021,56.265,0.0,2.1273,0.9112,69.9414,0.0,2.0271,0.9211,60.2732,0.0,1.7913,0.9168,70.1757,0.0,2.0565,0.9036,133.3537,0.0,2.7658,0.9008,DRH,33.338477161313605,19.50540793364205,-8.285917457586857,1.6066558191414395,1570201.5873015872,252,8.9667,200.7403,0.0,-32.713583074242365,25.270682103143553,-37.00846327191941,-1.3736702053611825,2050186.507936508,252,7.2901,116.9943,0.0,27.25975849563604,32.866962108922166,-19.39833642593553,0.7685455811804083,2673964.285714286,252,6.3511,141.8241,0.0,1.2921324880116003,20.73470506587764,-11.4093980533755,-0.0341392611922564,2230674.501992032,251,7.3282,129.0607,0.0,-17.424437533993,22.17585689672357,-30.836089316242504,-0.8759272583898625,2357354.980079681,251,6.62,105.1933,0.0,31.358279617011487,19.641861105608175,-15.777687191163164,1.4946791171753608,2308255.1587301586,252,5.791,80.3734,0.0,-25.136122016407903,116.88159921699103,-80.49002026708783,-0.232167614048723,3253676.6798418975,253,2.9009,28.2603,0.0004,19.82544212594123,42.70308965067367,-28.72152577420609,0.4174274571643324,1984942.4603174604,252,7.2901,119.3984,0.0,-14.420595135672263,43.06896394050044,-34.025271845739184,-0.381262831359427,2025966.1354581672,251,8.3353,156.356,0.0,19.85812850363696,29.363299058750997,-26.45289006509613,0.60817854519364,2180409.2,250,7.3444,119.5116,0.0,-0.2427389904263716,24.384912861237783,-20.275258101547877,-0.091972401262562,1973993.650793651,252,7.3483,123.2546,0.0
0000729986,UNITED BANKSHARES INC/WV,96.9854,0.0,1.7463,0.9061,129.1964,0.0,1.9175,0.8706,160.5049,0.0,1.9897,0.8653,70.6305,0.0,1.7445,0.8952,50.7639,0.0,1.3283,0.895,81.3876,0.0,1.6562,0.8973,83.991,0.0,1.5735,0.9122,101.4021,0.0,1.848,0.9142,101.1855,0.0,1.6998,0.9259,56.1053,0.0,1.1819,0.9112,53.8432,0.0,1.0366,0.9043,UBSI,25.379652003400356,20.446080606344857,-9.841744250654328,1.1434784227616293,278611.1111111111,252,6.5406,103.9506,0.0,3.405156613734784,23.604194241654056,-16.337431811127846,0.0595299546914895,400489.68253968254,252,8.8693,186.6117,0.0,33.104953160598804,25.388906006991295,-12.77172079312105,1.2251395610363631,415456.3492063492,252,6.8492,112.665,0.0,-21.881430954868407,24.344745606453955,-30.253014275168855,-0.9809685975333124,764698.0079681275,251,8.8997,208.3008,0.0,-7.34618159034449,23.70583643868255,-25.101996752047206,-0.3942565627042648,556672.5099601593,251,8.8098,195.1942,0.0,26.00912279553037,21.88381685749561,-11.197370466954116,1.0971176989770322,428239.28571428574,252,8.3483,193.8055,0.0,-11.77521327738683,62.36473886225218,-45.74011701383859,-0.2208814392346413,705105.5335968379,253,6.0775,89.3611,0.0,16.769195429650303,31.82675128506975,-22.551976291205165,0.4640497327975375,519230.9523809524,252,8.6541,206.3677,0.0,13.987505877087964,26.316774183945356,-14.718860552908035,0.4555081786733947,682386.0557768925,251,10.4934,279.8886,0.0,-2.3274218938871263,34.138660784508765,-36.532070417927535,-0.1267601538678634,814041.2,250,6.9,122.4774,0.0,3.6765161570698783,30.240384485085087,-16.840551102291236,0.0554396442246544,524826.5873015873,252,9.3596,230.2148,0.0
0001567683,"Clearway Energy, Inc.",16.3006,0.0383,0.9776,0.9158,54.9124,0.0,1.0966,0.9216,38.7717,0.0,1.2248,0.9193,27.9467,0.0005,0.8487,0.9135,15.2448,0.0546,0.7168,0.9092,24.5571,0.0018,0.8398,0.9191,17.0552,0.0295,0.6663,0.9106,54.5847,0.0,1.1716,0.9144,31.381,0.0001,1.0492,0.9097,22.1686,0.0046,0.7662,0.9038,25.8851,0.0011,0.9617,0.9047,CWEN,,,,,,0,,,,-37.59781592033457,56.91031738839113,-57.25454575399712,-0.6957932715450282,1225503.75,160,4.6389,36.5982,0.0,13.381356874270336,37.892094172559744,-26.51820294988057,0.3003623083601526,623701.1904761905,252,7.9074,162.1162,0.0,27.73226199067919,20.606299958968776,-6.989854384670187,1.2487570326510444,541511.952191235,251,7.0391,137.3449,0.0,-4.6357616389942,26.25817213430985,-19.282570833713464,-0.2527122453555585,613104.3824701195,251,6.9012,113.3473,0.0,21.724948671054396,31.87038638062987,-23.993175448547845,0.6189115009613686,750420.2380952381,252,5.5265,73.7162,0.0,66.21080366412995,44.77867636934908,-27.408981258263463,1.4339593947462488,713498.023715415,253,6.7464,128.5443,0.0,12.411018347507982,28.67934987621937,-30.63588117197259,0.3630144474139804,780198.0158730159,252,7.3342,138.8333,0.0,-7.708212775223215,31.87209044009679,-24.824099108142715,-0.3045991850917242,642818.326693227,251,9.1216,227.4709,0.0,-9.383826985945143,31.955464213839193,-43.41412860797166,-0.3562403884909006,1069246.8,250,6.8111,164.1413,0.0,1.753992779281106,30.712863322491597,-21.915551519397603,-0.0080099083610592,858633.7301587302,252,8.0489,200.5484,0.0
