adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,name,form,period,filed,quarter
0000320193-21-000065,NonoperatingIncomeExpense,us-gaap/2020,2021-06-30,1,USD,DerivativeInstrumentRisk=InterestRateContract;EquityComponents=AccumulatedGainLossNetDerivativeInstrumentParent;ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;,,-1000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,AccountsReceivableNetCurrent,us-gaap/2020,2020-09-30,0,USD,,,16120000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2020,2021-06-30,3,USD,,,13000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashAndCashEquivalentsAtCarryingValue,us-gaap/2020,2020-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=BankTimeDeposits;,,4043000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesCurrent,us-gaap/2020,2020-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USStatesAndPoliticalSubdivisions;,,139000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesNoncurrent,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USGovernmentAgenciesDebtSecurities;,,5285000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashAndCashEquivalentsAtCarryingValue,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,9629000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax,0000320193-21-000065,2020-06-30,3,USD,,,46000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,1,USD,BusinessSegments=AmericasSegment;,,27018000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,EarningsPerShareDiluted,us-gaap/2020,2020-06-30,3,USD,,,2.54,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,ResearchAndDevelopmentExpense,us-gaap/2020,2021-06-30,3,USD,,,16142000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherLiabilitiesCurrent,us-gaap/2020,2021-06-30,0,USD,,,43625000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2020,2021-06-30,1,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,2010000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,3,USD,ProductOrService=WearablesHomeandAccessories;,,22744000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,3,USD,BusinessSegments=AmericasSegment;,,93858000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesCurrent,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CommercialPaper;,,919000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CommonStockDividendsPerShareDeclared,us-gaap/2020,2021-06-30,3,USD,,,0.63,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,LiabilitiesAndStockholdersEquity,us-gaap/2020,2020-09-30,0,USD,,,323888000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,StockholdersEquity,us-gaap/2020,2019-09-30,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-584000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,ProceedsFromIssuanceOfCommonStock,us-gaap/2020,2020-06-30,3,USD,,,430000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2020,2021-06-30,3,USD,,,13923000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,EarningsPerShareBasic,us-gaap/2020,2021-06-30,1,USD,,,1.31,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2020,2021-06-30,1,USD,,,188000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,NonoperatingIncomeExpense,us-gaap/2020,2020-06-30,1,USD,EquityComponents=AccumulatedNetUnrealizedInvestmentGainLoss;ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;,,14000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncreaseDecreaseInAccountsPayable,us-gaap/2020,2021-06-30,3,USD,,,-1786000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesNoncurrent,us-gaap/2020,2020-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=ForeignGovernmentDebtSecurities;,,15866000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2020,2020-06-30,1,USD,,,13137000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingExpenses,us-gaap/2020,2020-06-30,1,USD,,,9589000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncreaseDecreaseInOtherReceivables,us-gaap/2020,2020-06-30,3,USD,,,-8685000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RetainedEarningsAccumulatedDeficit,us-gaap/2020,2021-06-30,0,USD,,,9233000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,ContractWithCustomerLiabilityCurrent,us-gaap/2020,2021-06-30,0,USD,,,7681000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,ComprehensiveIncomeNetOfTax,us-gaap/2020,2020-06-30,3,USD,,,44636000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2020,2021-06-30,3,USD,,,5855000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingIncomeLoss,us-gaap/2020,2021-06-30,3,USD,BusinessSegments=EuropeSegment;,,24939000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,PaymentsForRepurchaseOfCommonStock,us-gaap/2020,2020-06-30,3,USD,,,55171000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,2021-06-30,1,USD,,,344000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncreaseDecreaseInInventories,us-gaap/2020,2020-06-30,3,USD,,,-10000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesNoncurrent,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CorporateDebtSecurities;,,74486000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2020,2020-06-30,3,USD,ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;,,1050000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,2020-09-30,0,USD,,,39789000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2021-06-30,1,USD,,,81434000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,StockholdersEquity,us-gaap/2020,2020-09-30,0,USD,CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingIncomeLoss,us-gaap/2020,2020-06-30,3,USD,,,51513000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingIncomeLoss,us-gaap/2020,2021-06-30,1,USD,BusinessSegments=AmericasSegment;,,12916000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,2020-06-30,3,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-102000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CostOfGoodsAndServicesSold,us-gaap/2020,2021-06-30,1,USD,,,46179000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,ResearchAndDevelopmentExpense,us-gaap/2020,2020-06-30,3,USD,ConsolidationItems=MaterialReconcilingItems;,,13774000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherAssetsNoncurrent,us-gaap/2020,2020-09-30,0,USD,,,42522000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesNoncurrent,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,131948000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesCurrent,us-gaap/2020,2020-09-30,0,USD,FinancialInstrument=Cash;,,0.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CostOfGoodsAndServicesSold,us-gaap/2020,2020-06-30,1,USD,,,37005000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncomeTaxExpenseBenefit,us-gaap/2020,2020-06-30,3,USD,,,7452000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,ResearchAndDevelopmentExpense,us-gaap/2020,2020-06-30,1,USD,,,4758000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2020,2021-06-30,3,USD,,,78000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,ProceedsFromRepaymentsOfCommercialPaper,us-gaap/2020,2020-06-30,3,USD,,,31000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,1,USD,ProductOrService=Mac;,,7079000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,StockholdersEquity,us-gaap/2020,2021-06-30,0,USD,EquityComponents=AccumulatedGainLossNetDerivativeInstrumentParent;,,-280000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherNoncashIncomeExpense,us-gaap/2020,2020-06-30,3,USD,,,94000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RepaymentsOfLongTermDebt,us-gaap/2020,2021-06-30,3,USD,,,7500000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2020,2020-06-30,3,USD,,,898000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingIncomeLoss,us-gaap/2020,2021-06-30,3,USD,,,85163000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,Liabilities,us-gaap/2020,2020-09-30,0,USD,,,258549000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,LongTermDebtCurrent,us-gaap/2020,2020-09-30,0,USD,,,8773000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingIncomeLoss,us-gaap/2020,2021-06-30,1,USD,BusinessSegments=RestOfAsiaPacificSegment;,,2116000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,LongTermDebtCurrent,us-gaap/2020,2021-06-30,0,USD,,,8039000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2020,2021-06-30,3,USD,,,-792000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,StockholdersEquity,us-gaap/2020,2021-03-31,0,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,54203000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncreaseDecreaseInInventories,us-gaap/2020,2021-06-30,3,USD,,,1213000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,1,USD,ProductOrService=IPad;,,6582000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2021-06-30,1,USD,ProductOrService=Product;,,63948000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,LiabilitiesNoncurrent,us-gaap/2020,2021-06-30,0,USD,,,157806000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2021-06-30,1,USD,BusinessSegments=EuropeSegment;,,18943000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2020,2020-06-30,3,USD,,,52190000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashAndCashEquivalentsAtCarryingValue,us-gaap/2020,2020-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=ForeignGovernmentDebtSecurities;,,255000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CostOfGoodsAndServicesSold,us-gaap/2020,2020-06-30,3,USD,ProductOrService=Product;,,116089000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,PaymentsOfDividends,us-gaap/2020,2021-06-30,3,USD,,,10827000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,NetIncomeLoss,us-gaap/2020,2020-06-30,1,USD,EquityComponents=RetainedEarnings;,,11253000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,StockholdersEquity,us-gaap/2020,2021-06-30,0,USD,,,64280000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherNoncashIncomeExpense,us-gaap/2020,2021-06-30,3,USD,,,689000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,3,USD,BusinessSegments=EuropeSegment;,,51740000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2021-06-30,3,USD,BusinessSegments=JapanSegment;,,22491000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,2019-09-30,0,USD,,,50224000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2020,2021-06-30,3,USD,,,463000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,StockholdersEquity,us-gaap/2020,2020-03-31,0,USD,,,78425000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,3,USD,ProductOrService=IPhone;,,111337000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncreaseDecreaseInContractWithCustomerLiability,us-gaap/2020,2021-06-30,3,USD,,,1738000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,EarningsPerShareDiluted,us-gaap/2020,2021-06-30,1,USD,,,1.3,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesNoncurrent,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,0.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,SellingGeneralAndAdministrativeExpense,us-gaap/2020,2021-06-30,1,USD,,,5412000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,NonoperatingIncomeExpense,us-gaap/2020,2021-06-30,3,USD,,,796000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingIncomeLoss,us-gaap/2020,2021-06-30,1,USD,ConsolidationItems=OperatingSegments;,,31451000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,NonoperatingIncomeExpense,us-gaap/2020,2021-06-30,3,USD,DerivativeInstrumentRisk=ForeignExchangeContract;EquityComponents=AccumulatedGainLossNetDerivativeInstrumentParent;ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;,,590000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2021-06-30,1,USD,BusinessSegments=GreaterChinaSegment;,,14762000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossafterReclassificationandTax,0000320193-21-000065,2020-06-30,1,USD,,,-1042000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2021-06-30,3,USD,,,282457000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashAndCashEquivalentsAtCarryingValue,us-gaap/2020,2020-09-30,0,USD,FinancialInstrument=Cash;,,17773000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,PaymentsOfDividends,us-gaap/2020,2020-06-30,3,USD,,,10570000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,1,USD,BusinessSegments=RestOfAsiaPacificSegment;,,4199000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,3,USD,ProductOrService=Mac;,,19590000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,2021-06-30,3,USD,,,464000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2020,2021-06-30,3,USD,,,659000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,DeferredIncomeTaxExpenseBenefit,us-gaap/2020,2020-06-30,3,USD,,,182000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,2020-06-30,3,USD,BusinessSegments=GreaterChinaSegment;,,32362000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossReclassificationAfterTax,0000320193-21-000065,2021-06-30,1,USD,,,-17000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CostOfGoodsAndServicesSold,us-gaap/2020,2021-06-30,3,USD,DerivativeInstrumentRisk=ForeignExchangeContract;EquityComponents=AccumulatedGainLossNetDerivativeInstrumentParent;ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;,,752000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingIncomeLoss,us-gaap/2020,2021-06-30,1,USD,,,24126000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,InventoryNet,us-gaap/2020,2020-09-30,0,USD,,,4061000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncreaseDecreaseInAccountsReceivable,us-gaap/2020,2021-06-30,3,USD,,,1316000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesNoncurrent,us-gaap/2020,2020-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CommercialPaper;,,0.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2020,2020-06-30,1,USD,,,3087000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncreaseDecreaseInAccountsReceivable,us-gaap/2020,2020-06-30,3,USD,,,-5149000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2020,2021-06-30,1,shares,,,16629371000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OperatingIncomeLoss,us-gaap/2020,2020-06-30,3,USD,ConsolidationItems=OperatingSegments;,,70052000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax,0000320193-21-000065,2021-06-30,1,USD,,,-24000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,Assets,us-gaap/2020,2020-09-30,0,USD,,,323888000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,GrossProfit,us-gaap/2020,2021-06-30,3,USD,,,117662000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,2020-06-30,0,USD,,,35039000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesNoncurrent,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=BankTimeDeposits;,,271000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,StockholdersEquity,us-gaap/2020,2019-09-30,0,USD,CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;EquityComponents=RetainedEarnings;,,-136000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CostOfGoodsAndServicesSold,us-gaap/2020,2020-06-30,1,USD,ProductOrService=Product;,,32693000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashAndCashEquivalentsAtCarryingValue,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=ForeignGovernmentDebtSecurities;,,118000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncomeTaxesPaidNet,us-gaap/2020,2020-06-30,3,USD,,,8410000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,MarketableSecuritiesCurrent,us-gaap/2020,2021-06-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CorporateDebtSecurities;,,11903000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2020,2021-06-30,3,USD,,,-4513000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2020,2021-06-30,1,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,1224000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,EarningsPerShareBasic,us-gaap/2020,2021-06-30,3,USD,,,4.42,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,CostOfGoodsAndServicesSold,us-gaap/2020,2021-06-30,1,USD,ProductOrService=Product;,,40899000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2020,2020-06-30,1,shares,,,17250291000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,StockholdersEquity,us-gaap/2020,2020-09-30,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-406000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
0000320193-21-000065,IncomeTaxExpenseBenefit,us-gaap/2020,2020-06-30,1,USD,,,1884000000.0,,APPLE INC,10-Q,2021-06-30,2021-07-28,2021q3
