adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,name,form,period,filed,quarter
0001193125-15-023697,ShareBasedCompensation,us-gaap/2014,2014-12-31,1,USD,,,888000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,SalesRevenueNet,us-gaap/2014,2014-09-30,1,USD,,,42123000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,ProceedsFromRepaymentsOfCommercialPaper,us-gaap/2014,2013-12-31,1,USD,,,0.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesCurrent,us-gaap/2014,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=AssetBackedSecurities;,,8000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesNoncurrent,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=AssetBackedSecurities;,,12859000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,PaymentsForRepurchaseOfCommonStock,us-gaap/2014,2013-12-31,1,USD,,,5029000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,us-gaap/2014,2013-09-30,4,USD,,,458000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CommitmentsAndContingencies,us-gaap/2014,2013-09-30,0,USD,,,,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2014-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USTreasurySecurities;,,545000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2014,2013-12-31,1,USD,,,525000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,us-gaap/2014,2012-09-30,4,USD,,,-73000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2014,2014-09-30,4,USD,,,151000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,SellingGeneralAndAdministrativeExpense,us-gaap/2014,2014-12-31,1,USD,,,3600000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,AvailableForSaleSecuritiesNoncurrent,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=AssetBackedSecurities;,,12859000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,StockholdersEquity,us-gaap/2014,2012-09-30,0,USD,EquityComponents=RetainedEarnings;,,101289000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CorporateDebtSecurities;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,us-gaap/2014,2012-09-30,4,USD,,,114000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensationIncludingTransferPricing,0001193125-15-023732,2014-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,735000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2014-09-30,0,USD,InvestmentType=Cash;,,10232000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2014,2012-09-30,4,shares,,,6617483000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,LongTermDebt,us-gaap/2014,2014-12-31,0,USD,,,32504000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2014,2014-12-31,1,USD,,,-456000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2014,2013-09-30,4,USD,,,-922000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CommonStockSharesOutstanding,us-gaap/2014,2014-09-30,0,shares,,,5866161000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,us-gaap/2014,2014-09-30,4,USD,,,71000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2014-09-30,0,USD,,,13844000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OperatingIncomeLoss,us-gaap/2014,2013-09-30,4,USD,BusinessSegments=GreaterChinaSegment;,,8499000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,SalesRevenueNet,us-gaap/2014,2014-12-31,1,USD,BusinessSegments=AmericasSegment;,,30566000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,StockholdersEquity,us-gaap/2014,2011-09-30,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,443000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesCurrent,us-gaap/2014,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,3802000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,SalesRevenueNet,us-gaap/2014,2014-09-30,4,USD,BusinessSegments=RestOfAsiaPacificSegment;,,11248000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,IncomeTaxExpenseBenefit,us-gaap/2014,2013-12-31,1,USD,,,4637000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesCurrent,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=AssetBackedSecurities;,,25000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap/2014,2013-09-30,4,USD,,,20317000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,AccountsPayableCurrent,us-gaap/2014,2014-12-31,0,USD,,,38001000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2014,2014-09-30,4,USD,,,-16000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,AvailableForSaleSecuritiesNoncurrent,us-gaap/2014,2014-12-31,0,USD,InvestmentType=Cash;,,0.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,OperatingIncomeLoss,us-gaap/2014,2013-12-31,1,USD,BusinessSegments=RestOfAsiaPacificSegment;,,1368000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,RetainedEarningsAccumulatedDeficit,us-gaap/2014,2014-09-30,0,USD,,,87152000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesNoncurrent,us-gaap/2014,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USTreasurySecurities;,,19634000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,SalesRevenueNet,us-gaap/2014,2012-09-30,4,USD,Geographical=CN;,,22797000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,PaymentsToAcquireIntangibleAssets,us-gaap/2014,2013-09-30,4,USD,,,911000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesNoncurrent,us-gaap/2014,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CommercialPaper;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2013-09-30,0,USD,,,14259000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2014,2014-09-30,4,USD,,,-167000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2014,2014-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,1553000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,GrossProfit,us-gaap/2014,2014-06-30,1,USD,,,14735000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,SalesRevenueNet,us-gaap/2014,2013-09-30,4,USD,BusinessSegments=GreaterChinaSegment;,,27016000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,EarningsPerShareBasic,us-gaap/2014,2013-09-30,4,USD,,,5.72,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CommercialPaper;,,166000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesCurrent,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CorporateDebtSecurities;,,6298000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,LiabilitiesAndStockholdersEquity,us-gaap/2014,2014-12-31,0,USD,,,261894000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OtherAssetsNoncurrent,us-gaap/2014,2013-09-30,0,USD,,,5146000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2014,2014-12-31,1,USD,,,881000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2014,2013-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,NontradeReceivablesCurrent,us-gaap/2014,2014-09-30,0,USD,,,9759000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,GrossProfit,us-gaap/2014,2013-09-30,1,USD,,,13871000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2014,2013-12-31,1,USD,,,-42000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2014,2013-12-31,1,USD,,,-67000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,PropertyPlantAndEquipmentNet,us-gaap/2014,2014-12-31,0,USD,,,20392000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,GrossProfit,us-gaap/2014,2014-12-31,1,USD,,,29741000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2014,2014-09-30,4,USD,EquityComponents=RetainedEarnings;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,AvailableForSaleSecuritiesCurrent,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CommercialPaper;,,309000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,us-gaap/2014,2012-09-30,4,USD,,,220000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,DividendsAndDividendEquivalentsDeclaredOnCommonStockAndRestrictedStockUnits,0001193125-15-023732,2013-09-30,4,USD,EquityComponents=RetainedEarnings;,,10676000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,GrossProfit,us-gaap/2014,2013-09-30,4,USD,,,64304000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2014,2013-09-30,4,USD,,,-112000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2012-09-30,0,USD,,,10746000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesNoncurrent,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USStatesAndPoliticalSubdivisions;,,948000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,NontradeReceivablesCurrent,us-gaap/2014,2014-12-31,0,USD,,,13267000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,NetIncomeLoss,us-gaap/2014,2013-12-31,1,USD,,,13072000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CommonStockDividendsPerShareDeclared,us-gaap/2014,2012-12-31,1,USD,,,0.38,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,SalesRevenueNet,us-gaap/2014,2014-12-31,1,USD,BusinessSegments=RestOfAsiaPacificSegment;,,5227000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2014,2013-12-31,1,shares,,,6310161000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OperatingIncomeLoss,us-gaap/2014,2013-09-30,4,USD,,,48999000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,CommercialPaper,us-gaap/2014,2014-12-31,0,USD,,,3899000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2014,2014-09-30,4,USD,,,1158000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,EarningsPerShareDiluted,us-gaap/2014,2014-03-31,1,USD,,,1.66,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2014,2013-12-31,1,shares,,,6272504000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,OtherLiabilitiesNoncurrent,us-gaap/2014,2014-12-31,0,USD,,,28971000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,SalesRevenueNet,us-gaap/2014,2013-09-30,4,USD,Geographical=US;,,66197000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OperatingIncomeLoss,us-gaap/2014,2012-09-30,4,USD,BusinessSegments=AmericasSegment;,,26244000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,StockIssuedDuringPeriodValueShareBasedCompensationNetOfSharesWithheldForTaxes,0001193125-15-023732,2014-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,-49000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,StockholdersEquity,us-gaap/2014,2012-09-30,0,USD,,,118210000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,AvailableForSaleSecuritiesCurrent,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=ForeignGovernmentDebtSecurities;,,204000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,ResearchAndDevelopmentExpense,us-gaap/2014,2014-09-30,4,USD,,,6041000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherAssetsNoncurrent,us-gaap/2014,2014-09-30,0,USD,,,3764000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2014,2014-09-30,4,USD,EquityComponents=RetainedEarnings;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,IncomeTaxExpenseBenefit,us-gaap/2014,2012-09-30,4,USD,,,14030000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesCurrent,us-gaap/2014,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,22485000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,TreasuryStockValueAcquiredCostMethod,us-gaap/2014,2013-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CostOfGoodsAndServicesSold,us-gaap/2014,2013-09-30,4,USD,,,106606000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,StockIssuedDuringPeriodValueShareBasedCompensationNetOfSharesWithheldForTaxes,0001193125-15-023732,2013-09-30,4,USD,,,-587000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,NetIncomeLoss,us-gaap/2014,2014-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesNoncurrent,us-gaap/2014,2014-09-30,0,USD,InvestmentType=Cash;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,LiabilitiesCurrent,us-gaap/2014,2013-09-30,0,USD,,,43658000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=USStatesAndPoliticalSubdivisions;,,0.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,ResearchAndDevelopmentExpense,us-gaap/2014,2013-09-30,4,USD,ConsolidationItems=MaterialReconcilingItems;,,4475000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,StockholdersEquity,us-gaap/2014,2013-09-30,0,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,19764000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2014,2014-12-31,1,shares,,,5843082000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,AvailableForSaleSecuritiesNoncurrent,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;InvestmentType=CorporateDebtSecurities;,,79182000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2014-12-31,0,USD,InvestmentType=Cash;,,13757000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,EarningsPerShareDiluted,us-gaap/2014,2013-09-30,4,USD,,,5.68,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,us-gaap/2014,2013-09-30,4,USD,,,35000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OperatingIncomeLoss,us-gaap/2014,2012-09-30,4,USD,BusinessSegments=JapanSegment;,,5826000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,OtherAssetsCurrent,us-gaap/2014,2013-09-30,0,USD,,,6882000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,DividendsAndDividendEquivalentsDeclaredOnCommonStockAndRestrictedStockUnits,0001193125-15-023732,2014-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensationIncludingTransferPricing,0001193125-15-023732,2014-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,LiabilitiesCurrent,us-gaap/2014,2014-09-30,0,USD,,,63448000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,NetIncomeLoss,us-gaap/2014,2014-09-30,4,USD,EquityComponents=RetainedEarnings;,,39510000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2014,2013-12-31,1,USD,,,365000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,StockholdersEquity,us-gaap/2014,2014-09-30,0,USD,EquityComponents=RetainedEarnings;,,87152000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,PaymentsToAcquireAvailableForSaleSecurities,us-gaap/2014,2014-09-30,4,USD,,,217128000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,Goodwill,us-gaap/2014,2013-09-30,0,USD,,,1577000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,EarningsPerShareBasic,us-gaap/2014,2014-09-30,4,USD,,,6.49,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,CommonStockSharesIssued,us-gaap/2014,2014-12-31,0,shares,,,5826419000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OperatingIncomeLoss,us-gaap/2014,2013-09-30,4,USD,ConsolidationItems=OperatingSegments;,,56525000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2014,2014-09-30,0,USD,,,86000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2014,2012-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2014,2014-09-30,0,USD,EquityComponents=AccumulatedTranslationAdjustment;,,-242000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,us-gaap/2014,2014-12-31,1,USD,,,565000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,EarningsPerShareBasic,us-gaap/2014,2012-12-31,1,USD,,,1.99,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CommonStockSharesOutstanding,us-gaap/2014,2012-09-30,0,shares,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,6574458000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,SalesRevenueNet,us-gaap/2014,2013-12-31,1,USD,BusinessSegments=RestOfAsiaPacificSegment;,,3929000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,us-gaap/2014,2012-09-30,4,USD,,,-530000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,CommonStockDividendsPerShareDeclared,us-gaap/2014,2012-09-30,1,USD,,,0.38,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2014,2012-09-30,4,USD,,,50856000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,SalesRevenueNet,us-gaap/2014,2013-03-31,1,USD,,,43603000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,NetIncomeLoss,us-gaap/2014,2014-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,SalesRevenueNet,us-gaap/2014,2013-09-30,4,USD,BusinessSegments=RestOfAsiaPacificSegment;,,12039000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023732,StockholdersEquity,us-gaap/2014,2011-09-30,0,USD,,,76615000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
0001193125-15-023697,OperatingIncomeLoss,us-gaap/2014,2013-12-31,1,USD,BusinessSegments=GreaterChinaSegment;,,3247000000.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023697,CashAndCashEquivalentsAtCarryingValue,us-gaap/2014,2014-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;InvestmentType=EquitySecurities;,,0.0,,APPLE INC,10-Q,2014-12-31,2015-01-28,2015q1
0001193125-15-023732,DepreciationAmortizationAndAccretionNet,us-gaap/2014,2012-09-30,4,USD,,,3277000000.0,,APPLE INC,8-K,2014-09-30,2015-01-28,2015q1
