adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,name,form,period,filed
0000320193-24-000123,NetCashProvidedByUsedInOperatingActivities,us-gaap/2024,2022-09-30,4,USD,,,122151000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2022-09-30,4,USD,BusinessSegments=JapanSegment;,,12257000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsForRepurchaseOfCommonStock,us-gaap/2024,2022-09-30,4,USD,,,89402000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherNoncashIncomeExpense,us-gaap/2024,2022-09-30,4,USD,,,-1006000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=AssetBackedSecurities;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-09-30,4,USD,Geographical=US;,,142196000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap/2024,2023-09-30,4,USD,,,39686000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncomeTaxesPaidNet,us-gaap/2024,2022-09-30,4,USD,,,19573000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2024,2024-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,12034000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2024,2022-09-30,4,USD,,,-10952000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncomeTaxesPaidNet,us-gaap/2024,2023-09-30,4,USD,,,18679000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2024,2024-09-30,4,USD,,,9447000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CostOfGoodsAndServicesSold,us-gaap/2024,2022-09-30,4,USD,ProductOrService=Service;,,22075000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetIncomeLoss,us-gaap/2024,2024-09-30,4,USD,,,93736000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInInventories,us-gaap/2024,2024-09-30,4,USD,,,1046000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2022-09-30,4,USD,,,6223000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2024,2024-09-30,4,USD,,,-794000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncomeTaxesPaidNet,us-gaap/2024,2024-09-30,4,USD,,,26102000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USTreasurySecurities;,,212000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2024,2024-09-30,4,USD,,,123485000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,Liabilities,us-gaap/2024,2023-09-30,0,USD,,,290437000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CostOfGoodsAndServicesSold,us-gaap/2024,2023-09-30,4,USD,,,214137000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NontradeReceivablesCurrent,us-gaap/2024,2023-09-30,0,USD,,,31477000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2024,2024-09-30,4,USD,,,-361000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PropertyPlantAndEquipmentNet,us-gaap/2024,2024-09-30,0,USD,,,45680000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2024-09-30,4,USD,BusinessSegments=EuropeSegment;,,41790000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,,,29965000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=MoneyMarketFunds;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2024,2022-09-30,4,USD,,,2086000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,ProductOrService=Mac;,,40177000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-09-30,4,USD,BusinessSegments=AmericasSegment;,,167045000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CorporateDebtSecurities;,,20000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,LiabilitiesCurrent,us-gaap/2024,2024-09-30,0,USD,,,176392000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetCashProvidedByUsedInOperatingActivities,us-gaap/2024,2024-09-30,4,USD,,,118254000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USTreasurySecurities;,,35000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockDividendsPerShareDeclared,us-gaap/2024,2023-09-30,4,USD,,,0.94,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=AssetBackedSecurities;,,1278000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2024,2024-09-30,4,USD,,,4280000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,SellingGeneralAndAdministrativeExpense,us-gaap/2024,2023-09-30,4,USD,,,24932000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetCashProvidedByUsedInInvestingActivities,us-gaap/2024,2023-09-30,4,USD,,,3705000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=MutualFund;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2022-09-30,4,USD,BusinessSegments=GreaterChinaSegment;,,31153000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USStatesAndPoliticalSubdivisions;,,192000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2024,2022-09-30,4,USD,,,6110000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=BankTimeDeposits;,,478000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USGovernmentAgenciesDebtSecurities;,,271000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2024,2023-09-30,0,USD,,,-11452000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockSharesAuthorized,us-gaap/2024,2023-09-30,0,shares,,,50400000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2024,2023-09-30,4,USD,,,113736000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ResearchAndDevelopmentExpense,us-gaap/2024,2024-09-30,4,USD,ConsolidationItems=MaterialReconcilingItems;,,31370000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2024,2022-09-30,4,USD,,,10708000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2023-09-30,0,USD,EquityComponents=RetainedEarnings;,,-214000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockParOrStatedValuePerShare,us-gaap/2024,2023-09-30,0,USD,,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2024,2023-09-30,4,USD,,,1337000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,ProductOrService=WearablesHomeandAccessories;,,39845000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,617000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,BusinessSegments=RestOfAsiaPacificSegment;,,29615000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CostOfGoodsAndServicesSold,us-gaap/2024,2023-09-30,4,USD,ProductOrService=Product;,,189282000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AccountsReceivableNetCurrent,us-gaap/2024,2024-09-30,0,USD,,,33410000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,Dividends,us-gaap/2024,2022-09-30,4,USD,EquityComponents=RetainedEarnings;,,14793000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ComprehensiveIncomeNetOfTax,us-gaap/2024,2024-09-30,4,USD,,,98016000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2022-09-30,4,USD,EquityComponents=RetainedEarnings;,,3454000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,BusinessSegments=GreaterChinaSegment;,,74200000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2024,2024-09-30,0,USD,,,29943000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetIncomeLoss,us-gaap/2024,2022-09-30,4,USD,,,99803000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NonoperatingIncomeExpense,us-gaap/2024,2023-09-30,4,USD,,,-565000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInInventories,us-gaap/2024,2023-09-30,4,USD,,,1618000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ComprehensiveIncomeNetOfTax,us-gaap/2024,2023-09-30,4,USD,,,96652000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2022-09-30,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-11109000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=MutualFund;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2023-09-30,4,USD,BusinessSegments=RestOfAsiaPacificSegment;,,12066000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockSharesOutstanding,us-gaap/2024,2024-09-30,0,shares,EquityComponents=CommonStock;,,15116786000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NontradeReceivablesCurrent,us-gaap/2024,2024-09-30,0,USD,,,32833000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncomeTaxExpenseBenefit,us-gaap/2024,2024-09-30,4,USD,,,29749000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommercialPaper,us-gaap/2024,2024-09-30,0,USD,ShortTermDebtType=CommercialPaper;,,10000000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsForRepurchaseOfCommonStock,us-gaap/2024,2024-09-30,4,USD,,,94949000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=AssetBackedSecurities;,,344000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2024,2022-09-30,0,USD,,,24977000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ResearchAndDevelopmentExpense,us-gaap/2024,2022-09-30,4,USD,,,26251000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FinancialInstrument=Cash;,,28359000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2024-09-30,4,USD,BusinessSegments=JapanSegment;,,12454000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=BankTimeDeposits;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CommercialPaper;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AssetsNoncurrent,us-gaap/2024,2023-09-30,0,USD,,,209017000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2024-09-30,4,USD,EquityComponents=RetainedEarnings;,,1612000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,Geographical=OtherCountries;,,172269000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,778000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,Geographical=OtherCountries;,,172153000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,LiabilitiesCurrent,us-gaap/2024,2023-09-30,0,USD,,,145308000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommercialPaper,us-gaap/2024,2023-09-30,0,USD,,,5985000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USStatesAndPoliticalSubdivisions;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockSharesIssued,us-gaap/2024,2023-09-30,0,shares,,,15550061000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2024-09-30,4,USD,ConsolidationItems=OperatingSegments;,,162044000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2024-09-30,0,USD,EquityComponents=RetainedEarnings;,,-19154000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2024,2022-09-30,4,shares,,,16325819000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetIncomeLoss,us-gaap/2024,2023-09-30,4,USD,,,96995000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossafterReclassificationandTax,0000320193-24-000123,2023-09-30,4,USD,,,-1394000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=ForeignGovernmentDebtSecurities;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ResearchAndDevelopmentExpense,us-gaap/2024,2024-09-30,4,USD,,,31370000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CommercialPaper;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2024,2023-09-30,4,USD,,,1816000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsOfDividends,us-gaap/2024,2022-09-30,4,USD,,,14841000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2024,2024-09-30,4,USD,EquityComponents=RetainedEarnings;,,95846000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInOtherReceivables,us-gaap/2024,2023-09-30,4,USD,,,-1271000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=MoneyMarketFunds;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,us-gaap/2024,2023-09-30,4,USD,,,-253000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,1966000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2024,2024-09-30,4,USD,,,95000000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2024-09-30,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-7172000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherNoncashIncomeExpense,us-gaap/2024,2024-09-30,4,USD,,,2266000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2023-09-30,4,USD,AwardType=RestrictedStockUnitsRSU;,,5600000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=EquitySecurities;,,428000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2024,2024-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,4280000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,EarningsPerShareBasic,us-gaap/2024,2022-09-30,4,USD,,,6.15,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-09-30,4,USD,ProductOrService=IPhone;,,201183000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,BusinessSegments=JapanSegment;,,24257000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetIncomeLoss,us-gaap/2024,2024-09-30,4,USD,EquityComponents=RetainedEarnings;,,93736000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=AssetBackedSecurities;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommercialPaper,us-gaap/2024,2023-09-30,0,USD,ShortTermDebtType=CommercialPaper;,,6000000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USTreasurySecurities;,,5468000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockSharesOutstanding,us-gaap/2024,2023-09-30,0,shares,,,15550061000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax,0000320193-24-000123,2024-09-30,4,USD,,,-832000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,GrossProfit,us-gaap/2024,2023-09-30,4,USD,,,169148000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2024-09-30,4,USD,BusinessSegments=RestOfAsiaPacificSegment;,,13062000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,us-gaap/2024,2022-09-30,4,USD,,,-205000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingExpenses,us-gaap/2024,2022-09-30,4,USD,,,51345000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RepaymentsOfLongTermDebt,us-gaap/2024,2024-09-30,4,USD,,,9958000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CostOfGoodsAndServicesSold,us-gaap/2024,2024-09-30,4,USD,,,210352000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherLiabilitiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,,,49848000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-09-30,4,USD,ProductOrService=Product;,,294866000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,EarningsPerShareDiluted,us-gaap/2024,2024-09-30,4,USD,,,6.08,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=AssetBackedSecurities;,,19292000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,100544000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=MoneyMarketFunds;,,481000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AssetsCurrent,us-gaap/2024,2024-09-30,0,USD,,,152987000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossReclassificationAfterTax,0000320193-24-000123,2023-09-30,4,USD,,,1717000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2022-09-30,0,USD,EquityComponents=RetainedEarnings;,,-3068000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
