adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,name,form,period,filed
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FinancialInstrument=Cash;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RetainedEarningsAccumulatedDeficit,us-gaap/2024,2024-09-30,0,USD,,,-19154000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInAccountsReceivable,us-gaap/2024,2023-09-30,4,USD,,,1688000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2022-09-30,4,USD,,,119437000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommitmentsAndContingencies,us-gaap/2024,2024-09-30,0,USD,,,,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap/2024,2022-09-30,4,USD,,,29917000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2024,2023-09-30,0,USD,,,30737000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,ProductOrService=WearablesHomeandAccessories;,,41241000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,EarningsPerShareDiluted,us-gaap/2024,2022-09-30,4,USD,,,6.11,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2024,2023-09-30,4,USD,,,5760000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2024,2022-09-30,4,shares,,,16215963000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossReclassificationAfterTax,0000320193-24-000123,2022-09-30,4,USD,,,1074000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USGovernmentAgenciesDebtSecurities;,,4301000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,Geographical=US;,,147859000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2023-09-30,0,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,73812000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2024,2022-09-30,4,USD,,,-1511000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,LiabilitiesAndStockholdersEquity,us-gaap/2024,2024-09-30,0,USD,,,364980000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,ProductOrService=IPhone;,,200583000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,,,100544000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherAssetsCurrent,us-gaap/2024,2023-09-30,0,USD,,,14695000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax,0000320193-24-000123,2023-09-30,4,USD,,,323000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ComprehensiveIncomeNetOfTax,us-gaap/2024,2022-09-30,4,USD,,,88531000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USStatesAndPoliticalSubdivisions;,,410000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommercialPaper,us-gaap/2024,2024-09-30,0,USD,,,9967000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2024,2023-09-30,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-343000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AccountsReceivableNetCurrent,us-gaap/2024,2023-09-30,0,USD,,,29508000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetIncomeLoss,us-gaap/2024,2022-09-30,4,USD,EquityComponents=RetainedEarnings;,,99803000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2023-09-30,4,USD,ConsolidationItems=OperatingSegments;,,150888000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FinancialInstrument=Cash;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,EarningsPerShareBasic,us-gaap/2024,2023-09-30,4,USD,,,6.16,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,,,29943000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetCashProvidedByUsedInFinancingActivities,us-gaap/2024,2022-09-30,4,USD,,,-110749000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2023-09-30,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-11452000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,Geographical=US;,,138573000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsToAcquireAvailableForSaleSecuritiesDebt,us-gaap/2024,2022-09-30,4,USD,,,76923000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CorporateDebtSecurities;,,58243000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2024,2021-09-30,0,USD,,,35929000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NonoperatingIncomeExpense,us-gaap/2024,2024-09-30,4,USD,,,269000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2024,2024-09-30,4,USD,,,5850000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ProceedsFromRepaymentsOfCommercialPaper,us-gaap/2024,2023-09-30,4,USD,,,-3978000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ResearchAndDevelopmentExpense,us-gaap/2024,2023-09-30,4,USD,ConsolidationItems=MaterialReconcilingItems;,,29915000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,LiabilitiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,,,145129000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2024,2022-09-30,4,USD,,,119103000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetCashProvidedByUsedInInvestingActivities,us-gaap/2024,2024-09-30,4,USD,,,2935000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=ForeignGovernmentDebtSecurities;,,5600000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AccountsPayableCurrent,us-gaap/2024,2024-09-30,0,USD,,,68960000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInAccountsReceivable,us-gaap/2024,2022-09-30,4,USD,,,1823000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CorporateDebtSecurities;,,12627000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2024,2022-09-30,4,USD,,,-11899000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,Dividends,us-gaap/2024,2024-09-30,4,USD,EquityComponents=RetainedEarnings;,,15218000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2024,2023-09-30,4,USD,EquityComponents=RetainedEarnings;,,77046000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USGovernmentAgenciesDebtSecurities;,,36000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInOtherReceivables,us-gaap/2024,2024-09-30,4,USD,,,1356000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USGovernmentAgenciesDebtSecurities;,,4829000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncomeTaxExpenseBenefit,us-gaap/2024,2022-09-30,4,USD,,,19300000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,BusinessSegments=AmericasSegment;,,162560000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CostOfGoodsAndServicesSold,us-gaap/2024,2024-09-30,4,USD,ProductOrService=Service;,,25119000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetCashProvidedByUsedInInvestingActivities,us-gaap/2024,2022-09-30,4,USD,,,-22354000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherAssetsNoncurrent,us-gaap/2024,2024-09-30,0,USD,,,74834000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=BankTimeDeposits;,,387000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingExpenses,us-gaap/2024,2024-09-30,4,USD,,,57467000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2024,2024-09-30,4,USD,,,395000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,InventoryNet,us-gaap/2024,2024-09-30,0,USD,,,7286000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossafterReclassificationandTax,0000320193-24-000123,2022-09-30,4,USD,,,2138000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=ForeignGovernmentDebtSecurities;,,1158000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockSharesAuthorized,us-gaap/2024,2024-09-30,0,shares,,,50400000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,BusinessSegments=GreaterChinaSegment;,,72559000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,Geographical=CN;,,74200000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2021-09-30,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,163000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsToAcquireAvailableForSaleSecuritiesDebt,us-gaap/2024,2024-09-30,4,USD,,,48656000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,BusinessSegments=EuropeSegment;,,95118000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,ProductOrService=Service;,,78129000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=ForeignGovernmentDebtSecurities;,,11332000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingExpenses,us-gaap/2024,2023-09-30,4,USD,,,54847000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,ProductOrService=Product;,,316199000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2022-09-30,4,USD,ConsolidationItems=OperatingSegments;,,152895000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2024,2022-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,9280000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockDividendsPerShareDeclared,us-gaap/2024,2022-09-30,4,USD,,,0.9,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CommercialPaper;,,28000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CorporateDebtSecurities;,,26000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherNoncashIncomeExpense,us-gaap/2024,2023-09-30,4,USD,,,2227000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,LongTermDebtCurrent,us-gaap/2024,2024-09-30,0,USD,,,10912000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,ProductOrService=Product;,,298085000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,DepreciationDepletionAndAmortization,us-gaap/2024,2023-09-30,4,USD,,,11519000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStocksIncludingAdditionalPaidInCapital,us-gaap/2024,2023-09-30,0,USD,,,73812000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=EquitySecurities;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2024-09-30,4,USD,AwardType=RestrictedStockUnitsRSU;,,5600000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=BankTimeDeposits;,,1034000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2024-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,3993000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=EquitySecurities;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2024,2023-09-30,4,USD,,,1563000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AccountsPayableCurrent,us-gaap/2024,2023-09-30,0,USD,,,62611000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap/2024,2024-09-30,4,USD,,,51211000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,InventoryNet,us-gaap/2024,2023-09-30,0,USD,,,6331000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherAssetsNoncurrent,us-gaap/2024,2023-09-30,0,USD,,,64758000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CostOfGoodsAndServicesSold,us-gaap/2024,2024-09-30,4,USD,ProductOrService=Product;,,185233000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockSharesOutstanding,us-gaap/2024,2023-09-30,0,shares,EquityComponents=CommonStock;,,15550061000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2024,2023-09-30,4,USD,,,-581000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsOfDividends,us-gaap/2024,2023-09-30,4,USD,,,15025000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=USStatesAndPoliticalSubdivisions;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2023-09-30,4,USD,EquityComponents=RetainedEarnings;,,2099000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2023-09-30,4,USD,,,114301000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=ForeignGovernmentDebtSecurities;,,5159000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax,0000320193-24-000123,2022-09-30,4,USD,,,3212000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2022-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,2971000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CorporateDebtSecurities;,,16027000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInAccountsPayable,us-gaap/2024,2022-09-30,4,USD,,,9448000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,DepreciationDepletionAndAmortization,us-gaap/2024,2022-09-30,4,USD,,,11104000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2024,2024-09-30,4,USD,,,6054000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2024,2023-09-30,4,USD,,,-765000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2023-09-30,4,USD,BusinessSegments=JapanSegment;,,11888000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInAccountsReceivable,us-gaap/2024,2024-09-30,4,USD,,,3788000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,91479000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FinancialInstrument=MoneyMarketFunds;,,0.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2024,2022-09-30,4,USD,,,-160000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2022-09-30,4,USD,BusinessSegments=AmericasSegment;,,62683000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2024,2022-09-30,4,USD,,,5465000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CommonStockSharesOutstanding,us-gaap/2024,2021-09-30,0,shares,EquityComponents=CommonStock;,,16426786000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2021-09-30,0,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,57365000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,ContractWithCustomerLiabilityCurrent,us-gaap/2024,2023-09-30,0,USD,,,8061000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,NetCashProvidedByUsedInFinancingActivities,us-gaap/2024,2024-09-30,4,USD,,,-121983000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,OperatingIncomeLoss,us-gaap/2024,2023-09-30,4,USD,BusinessSegments=EuropeSegment;,,36098000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2022-09-30,4,USD,ProductOrService=IPad;,,29292000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2024,2022-09-30,4,USD,,,6499000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-09-30,4,USD,,,383285000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInInventories,us-gaap/2024,2022-09-30,4,USD,,,-1484000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,StockholdersEquity,us-gaap/2024,2023-09-30,0,USD,,,62146000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesNoncurrent,us-gaap/2024,2024-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=BankTimeDeposits;,,8000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2024,2023-09-30,4,USD,EquityComponents=CommonStockIncludingAdditionalPaidInCapital;,,3521000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,CostOfGoodsAndServicesSold,us-gaap/2024,2023-09-30,4,USD,ProductOrService=Service;,,24855000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,PaymentsToAcquireAvailableForSaleSecuritiesDebt,us-gaap/2024,2023-09-30,4,USD,,,29513000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2024,2024-09-30,4,USD,,,11731000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-09-30,4,USD,ProductOrService=WearablesHomeandAccessories;,,37005000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,DepreciationDepletionAndAmortization,us-gaap/2024,2024-09-30,4,USD,,,11445000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
0000320193-24-000123,MarketableSecuritiesCurrent,us-gaap/2024,2023-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,31162000000.0,,APPLE INC,10-K,2024-09-30,2024-11-01
