cik,company_name,year_2014_chi_square,year_2014_p_value,year_2014_MAD,year_2014_KS_test,year_2015_chi_square,year_2015_p_value,year_2015_MAD,year_2015_KS_test,year_2016_chi_square,year_2016_p_value,year_2016_MAD,year_2016_KS_test,year_2017_chi_square,year_2017_p_value,year_2017_MAD,year_2017_KS_test,year_2018_chi_square,year_2018_p_value,year_2018_MAD,year_2018_KS_test,year_2019_chi_square,year_2019_p_value,year_2019_MAD,year_2019_KS_test,year_2020_chi_square,year_2020_p_value,year_2020_MAD,year_2020_KS_test,year_2021_chi_square,year_2021_p_value,year_2021_MAD,year_2021_KS_test,year_2022_chi_square,year_2022_p_value,year_2022_MAD,year_2022_KS_test,year_2023_chi_square,year_2023_p_value,year_2023_MAD,year_2023_KS_test,year_2024_chi_square,year_2024_p_value,year_2024_MAD,year_2024_KS_test
0001045450,EPR PROPERTIES,65.3717,0.0,1.077,0.9162,64.0042,0.0,1.0787,0.9083,70.6212,0.0,1.1692,0.9088,59.9679,0.0,1.2047,0.9014,60.6104,0.0,1.4072,0.8948,45.8569,0.0,1.2219,0.8972,42.5628,0.0,1.1824,0.9102,35.9772,0.0,1.1966,0.9081,26.0857,0.001,0.9505,0.9066,35.7293,0.0,1.1583,0.9154,21.8124,0.0053,0.8478,0.9105
0000357301,TRUSTCO BANK CORP N Y,21.202,0.0066,0.9506,0.8972,154.9251,0.0,2.4053,0.8922,136.1448,0.0,2.285,0.8938,150.1085,0.0,2.5212,0.8958,86.2273,0.0,1.7407,0.8986,68.4272,0.0,1.7252,0.9085,130.9632,0.0,2.0666,0.9142,153.0239,0.0,2.0454,0.9254,63.3319,0.0,1.1998,0.9115,92.6892,0.0,1.7105,0.9124,113.725,0.0,1.7553,0.9233
0001849253,"RYAN SPECIALTY HOLDINGS, INC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9158,0.0,1.2702,0.9329,66.555,0.0,1.3851,0.9175,46.7586,0.0,1.4944,0.9244,33.578,0.0,1.3147,0.9135
0001570827,"Victory Capital Holdings, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7402,0.0,1.5461,0.9225,62.2318,0.0,1.5715,0.913,33.3495,0.0001,1.0011,0.9104,58.4299,0.0,1.831,0.9013,93.4539,0.0,1.9632,0.89,21.2472,0.0065,0.9114,0.9044,27.1435,0.0007,1.0642,0.9198
0000900075,COPART INC,16.3156,0.0381,1.0521,0.9106,30.627,0.0002,1.2121,0.9158,24.2114,0.0021,1.1747,0.9122,29.2521,0.0003,1.1712,0.9096,31.2112,0.0001,1.3259,0.9154,45.155,0.0,1.3599,0.9257,32.5977,0.0001,1.2568,0.9192,34.3116,0.0,1.412,0.8994,49.2341,0.0,1.9636,0.8893,97.3607,0.0,2.2313,0.8646,202.1009,0.0,2.1839,0.8303
0001439288,Zurn Elkay Water Solutions Corp,37.6481,0.0,1.5076,0.8926,17.38,0.0264,0.8991,0.9027,15.2263,0.0549,0.6894,0.9041,25.1247,0.0015,1.395,0.9086,70.2834,0.0,1.5323,0.9151,87.4874,0.0,1.5374,0.9084,84.6229,0.0,1.561,0.9033,77.9504,0.0,1.4873,0.9081,41.4971,0.0,1.7178,0.8993,70.4192,0.0,2.172,0.9104,70.3009,0.0,2.2028,0.9026
0001666700,"DuPont de Nemours, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4823,0.3878,1.0574,0.9017,19.0114,0.0148,0.7255,0.9087,33.7367,0.0,0.8669,0.9098,47.8822,0.0,1.2169,0.9136,43.3681,0.0,0.7754,0.919,46.407,0.0,1.2713,0.9091,27.5576,0.0006,1.1116,0.9121,60.9937,0.0,1.2645,0.9124
0000105319,"WW INTERNATIONAL, INC.",24.6499,0.0018,1.0536,0.9223,19.3092,0.0133,0.7919,0.9186,22.26,0.0045,1.0293,0.9191,27.8862,0.0005,1.2677,0.9179,21.6913,0.0055,1.1559,0.9109,20.1872,0.0097,0.8556,0.9077,23.7532,0.0025,0.8481,0.9078,37.4226,0.0,0.9327,0.9038,28.9156,0.0003,1.2564,0.9158,56.6658,0.0,1.2865,0.9158,44.5524,0.0,1.4764,0.9179
0000354647,CVB FINANCIAL CORP,40.8129,0.0,1.2994,0.9065,107.6997,0.0,2.1493,0.9162,57.7643,0.0,1.536,0.9055,55.703,0.0,1.5212,0.9021,75.6957,0.0,1.6849,0.9064,102.0901,0.0,1.2945,0.9094,19.0802,0.0144,0.8563,0.9102,31.2485,0.0001,1.2025,0.8978,17.3419,0.0267,0.7655,0.9,21.5754,0.0058,0.8807,0.9103,73.6525,0.0,1.6735,0.9198
0000059527,LINCOLN ELECTRIC HOLDINGS INC,18.3279,0.0189,0.9835,0.905,10.3639,0.2404,0.6497,0.9008,24.1252,0.0022,1.1902,0.8851,56.8887,0.0,1.8319,0.8903,24.3638,0.002,1.2317,0.886,62.3457,0.0,1.8597,0.8872,87.0927,0.0,2.2235,0.8945,85.9759,0.0,2.2436,0.8849,49.8531,0.0,1.4689,0.8844,44.4149,0.0,1.218,0.8885,48.705,0.0,1.6252,0.8969
0001159036,"HALOZYME THERAPEUTICS, INC.",18.7062,0.0165,1.5185,0.9061,21.9556,0.005,1.8395,0.9072,13.7142,0.0895,1.0611,0.8997,28.6796,0.0004,1.484,0.918,32.9638,0.0001,1.3473,0.9245,27.369,0.0006,1.4437,0.9178,61.8593,0.0,2.014,0.9231,39.2466,0.0,1.7708,0.911,31.3984,0.0001,1.5223,0.8996,62.3445,0.0,2.1317,0.9034,79.496,0.0,2.483,0.8953
0000887733,CENTRAL GARDEN & PET CO,111.161,0.0,1.6577,0.9132,79.9364,0.0,1.2891,0.9058,70.1279,0.0,1.3121,0.9117,54.3439,0.0,1.1932,0.9078,26.9361,0.0007,0.8972,0.9074,90.494,0.0,1.5082,0.8928,129.6402,0.0,1.9334,0.8881,90.4766,0.0,1.8366,0.8946,56.2671,0.0,1.6715,0.9093,79.4032,0.0,2.1647,0.9185,96.096,0.0,2.3996,0.9187
0000018349,SYNOVUS FINANCIAL CORP,21.5382,0.0058,0.6899,0.906,34.9462,0.0,1.0265,0.9143,29.4967,0.0003,0.9568,0.9093,37.765,0.0,0.9522,0.9169,56.0585,0.0,1.1704,0.918,20.8822,0.0075,0.5068,0.9059,31.6385,0.0001,0.8393,0.914,37.9314,0.0,1.1371,0.9088,62.4694,0.0,1.3958,0.8995,75.8262,0.0,1.4905,0.8972,105.2145,0.0,1.8181,0.8978
0000060667,LOWES COMPANIES INC,33.2603,0.0001,1.8768,0.8963,68.2001,0.0,1.65,0.8549,36.6811,0.0,1.9593,0.8728,68.6867,0.0,2.0745,0.9153,57.5404,0.0,1.872,0.9019,54.2651,0.0,1.7741,0.9128,57.1596,0.0,1.5335,0.9135,50.389,0.0,1.6437,0.8968,42.6197,0.0,1.5794,0.911,54.5507,0.0,1.3257,0.921,89.3007,0.0,1.5463,0.9085
0000715787,INTERFACE INC,57.9148,0.0,1.6229,0.9183,27.3554,0.0006,1.7652,0.8986,59.9821,0.0,2.1765,0.9017,42.138,0.0,1.7361,0.9025,39.5923,0.0,1.9883,0.8991,40.725,0.0,1.6188,0.893,46.6053,0.0,1.4832,0.8849,98.2969,0.0,2.2589,0.9026,102.6724,0.0,1.7781,0.9096,80.471,0.0,1.7042,0.9111,50.7974,0.0,1.4685,0.9172
0001104485,"NORTHERN OIL & GAS, INC.",100.3229,0.0,2.5296,0.9058,51.8641,0.0,1.6261,0.8924,44.3938,0.0,1.9484,0.898,58.1041,0.0,2.023,0.8857,100.0019,0.0,2.4395,0.8773,53.0119,0.0,1.6838,0.8812,9.7384,0.2839,0.7512,0.9057,17.7705,0.023,0.9128,0.9066,29.5228,0.0003,1.4132,0.9149,30.1904,0.0002,1.1145,0.9224,35.4399,0.0,1.4063,0.9133
0001369568,"CATALYST PHARMACEUTICALS, INC.",60.1427,0.0,2.146,0.921,28.2264,0.0004,1.8401,0.9043,52.4555,0.0,1.8728,0.8856,74.1685,0.0,2.2731,0.9013,44.0528,0.0,2.1717,0.9194,41.8829,0.0,2.0693,0.8906,82.1184,0.0,2.8376,0.9073,59.7183,0.0,2.2826,0.9029,52.7503,0.0,2.0898,0.8962,22.2186,0.0045,1.3055,0.9178,60.6603,0.0,2.1927,0.9156
0001281761,REGIONS FINANCIAL CORP,59.7358,0.0,1.3464,0.9009,101.8559,0.0,1.6129,0.9063,75.5361,0.0,1.3835,0.912,78.4138,0.0,1.5996,0.9116,85.0206,0.0,1.5269,0.9161,93.3057,0.0,1.6056,0.9117,71.9183,0.0,1.2705,0.9038,94.831,0.0,1.6913,0.8866,62.6025,0.0,1.3162,0.8892,76.3258,0.0,1.4998,0.8862,59.7901,0.0,1.3479,0.8904
0001389050,"Archrock, Inc.",35.9161,0.0,0.919,0.9094,57.6466,0.0,1.0593,0.904,13.6158,0.0923,1.1614,0.9063,83.754,0.0,1.1799,0.8992,32.6853,0.0001,1.3332,0.8946,40.43,0.0,1.318,0.9126,40.0747,0.0,1.425,0.9004,52.3274,0.0,1.2452,0.8876,61.2992,0.0,1.6029,0.8875,77.8524,0.0,1.6892,0.8974,74.3165,0.0,1.7066,0.8963
0000833444,Johnson Controls International plc,93.672,0.0,1.1949,0.8961,84.9486,0.0,1.1848,0.9104,65.6587,0.0,1.2343,0.9128,79.9105,0.0,1.086,0.8838,23.0725,0.0033,0.7308,0.8917,55.3768,0.0,1.3997,0.8941,61.2762,0.0,1.5038,0.9021,57.9268,0.0,1.7853,0.9126,28.576,0.0004,1.3484,0.9,34.3547,0.0,1.4515,0.9051,69.1235,0.0,2.0834,0.8883
0001295810,"Sunstone Hotel Investors, Inc.",36.0131,0.0,1.3478,0.9081,22.321,0.0044,1.1123,0.9167,28.5413,0.0004,1.3021,0.9076,48.457,0.0,1.8097,0.9167,51.8571,0.0,1.8787,0.9126,75.6664,0.0,1.8324,0.9213,97.0553,0.0,2.1053,0.9159,110.9993,0.0,2.2293,0.9085,129.7809,0.0,2.3976,0.9077,144.8651,0.0,2.1614,0.9082,192.882,0.0,2.775,0.9176
0000821483,"PAR PACIFIC HOLDINGS, INC.",26.7563,0.0008,0.8586,0.9093,16.1383,0.0404,0.8995,0.9148,22.6192,0.0039,1.1778,0.9194,62.0529,0.0,1.6307,0.927,29.6768,0.0002,1.1361,0.9109,37.3742,0.0,1.2231,0.9136,55.3708,0.0,1.2756,0.9126,80.7505,0.0,1.7245,0.92,90.3606,0.0,1.8115,0.9221,115.926,0.0,2.0022,0.9228,86.1789,0.0,1.7389,0.9173
0001287865,MEDICAL PROPERTIES TRUST INC,120.8363,0.0,1.7807,0.9179,76.155,0.0,1.4486,0.9144,108.4816,0.0,1.8985,0.9171,36.4658,0.0,1.0915,0.9096,36.723,0.0,1.0684,0.8959,210.1544,0.0,2.5925,0.8736,109.5638,0.0,1.61,0.8942,264.597,0.0,2.5052,0.9068,275.8508,0.0,2.1975,0.9086,311.2744,0.0,2.0601,0.9106,131.4723,0.0,1.4924,0.9114
0001334036,"Crocs, Inc.",21.2481,0.0065,0.989,0.8973,10.3268,0.2428,0.7043,0.8929,32.2063,0.0001,1.3989,0.8991,8.0865,0.4251,0.5834,0.9034,16.4289,0.0366,0.7398,0.8925,27.1791,0.0007,1.1378,0.8902,37.1599,0.0,1.5032,0.9009,79.9246,0.0,2.0812,0.9194,38.8986,0.0,0.9813,0.925,21.932,0.005,0.8946,0.9217,17.11,0.029,0.9341,0.9143
0001442145,"Verisk Analytics, Inc.",56.8146,0.0,1.1163,0.9136,39.0636,0.0,1.023,0.9218,30.7163,0.0002,1.1629,0.9136,66.8824,0.0,1.8262,0.918,92.5861,0.0,2.1026,0.9164,66.9275,0.0,1.4305,0.9121,54.7887,0.0,1.3381,0.9091,94.2966,0.0,1.465,0.9165,84.5227,0.0,1.5287,0.9115,16.1314,0.0405,0.8044,0.9132,21.0803,0.0069,0.7511,0.9105
0000749251,GARTNER INC,27.1919,0.0007,1.5719,0.8841,19.062,0.0145,1.3242,0.8956,42.8208,0.0,1.4266,0.9065,62.8143,0.0,2.3262,0.8899,44.3143,0.0,1.3899,0.8817,57.5747,0.0,1.6366,0.8847,113.2494,0.0,2.2417,0.8841,130.9807,0.0,2.4791,0.8812,65.0261,0.0,1.7718,0.896,38.6705,0.0,1.3827,0.8943,45.7656,0.0,1.6394,0.8951
0001092699,SPS COMMERCE INC,47.0945,0.0,2.1532,0.9039,27.2282,0.0006,1.6199,0.9126,57.0058,0.0,2.0942,0.9251,47.7955,0.0,1.9698,0.9252,63.8734,0.0,2.323,0.9239,65.3183,0.0,1.535,0.9193,143.3679,0.0,2.287,0.9094,106.997,0.0,2.0349,0.9092,92.2549,0.0,2.3415,0.9194,121.275,0.0,2.5633,0.9239,67.6443,0.0,2.0879,0.9081
0001465128,"STARWOOD PROPERTY TRUST, INC.",56.4423,0.0,1.132,0.9003,104.7698,0.0,1.209,0.9009,53.0845,0.0,0.7354,0.9006,28.2436,0.0004,0.6135,0.9015,52.3004,0.0,0.8551,0.9039,86.2799,0.0,1.1541,0.9046,54.7856,0.0,0.9204,0.9034,52.4613,0.0,0.8096,0.8995,33.2079,0.0001,0.7342,0.9113,15.3039,0.0535,0.4256,0.9045,33.9128,0.0,0.6769,0.9082
0001551152,AbbVie Inc.,12.5148,0.1297,0.9661,0.8993,45.0456,0.0,2.136,0.8939,56.9488,0.0,2.3815,0.913,38.5184,0.0,1.6834,0.9215,18.1581,0.0201,1.0515,0.916,36.9439,0.0,1.4938,0.9154,24.396,0.002,1.1775,0.9161,27.1918,0.0007,0.977,0.9193,16.8006,0.0323,0.7496,0.9047,26.7952,0.0008,1.1138,0.9033,25.2151,0.0014,1.1068,0.9058
0000913144,RENAISSANCERE HOLDINGS LTD,108.3895,0.0,1.4153,0.9056,53.7948,0.0,0.9616,0.9127,62.6468,0.0,0.8609,0.9178,79.6099,0.0,1.119,0.9109,71.878,0.0,1.0172,0.9016,37.6846,0.0,0.9229,0.9026,42.4372,0.0,0.9038,0.8969,72.1674,0.0,1.347,0.9024,32.092,0.0001,0.9389,0.9123,51.8868,0.0,1.277,0.9134,55.2749,0.0,1.1946,0.9065
0000731766,UNITEDHEALTH GROUP INC,31.4859,0.0001,0.9344,0.8856,57.5389,0.0,1.1452,0.8786,32.9865,0.0001,1.1,0.8908,30.5861,0.0002,0.7355,0.8849,44.6063,0.0,0.9147,0.8804,46.9975,0.0,0.8391,0.8792,64.6108,0.0,1.1774,0.8778,43.2254,0.0,0.8923,0.8797,58.4409,0.0,1.0531,0.8755,95.2645,0.0,1.2937,0.8675,145.8238,0.0,1.3088,0.8546
0001048911,FEDEX CORP,52.7489,0.0,1.2157,0.9105,65.2669,0.0,1.1908,0.9197,33.7643,0.0,1.054,0.9231,48.0874,0.0,1.0347,0.9175,21.8387,0.0052,0.7448,0.9081,47.0254,0.0,1.0433,0.8891,34.0512,0.0,1.1358,0.8878,54.6074,0.0,1.6997,0.899,75.3908,0.0,1.8406,0.9041,92.2391,0.0,1.8395,0.9096,80.7396,0.0,1.6303,0.9066
0001520697,"Acadia Healthcare Company, Inc.",63.1949,0.0,1.5071,0.8891,9.2883,0.3186,0.4245,0.9026,61.0065,0.0,1.027,0.9034,64.2646,0.0,1.059,0.9156,64.3007,0.0,1.4944,0.9127,122.4675,0.0,1.8793,0.9178,125.1886,0.0,2.0159,0.9172,91.7152,0.0,1.3234,0.9058,88.7411,0.0,1.5972,0.9006,120.0367,0.0,2.6069,0.8771,150.0917,0.0,2.5947,0.8507
0001326732,Xencor Inc,69.5386,0.0,3.6966,0.9068,31.6133,0.0001,1.5067,0.9,25.7413,0.0012,1.3717,0.8951,39.1106,0.0,1.483,0.9076,61.9246,0.0,1.9735,0.9254,117.0461,0.0,2.0743,0.903,161.2714,0.0,2.8747,0.8943,175.5336,0.0,2.7953,0.8779,137.1785,0.0,2.1856,0.8921,98.7588,0.0,2.0227,0.9123,181.914,0.0,2.3625,0.9107
0001525221,Bristow Group Inc.,25.7841,0.0011,1.2919,0.9009,40.6474,0.0,1.3755,0.8994,41.9443,0.0,0.8913,0.8972,55.5178,0.0,1.4147,0.8925,11.8843,0.1564,0.4678,0.9103,51.842,0.0,1.1602,0.9046,20.055,0.0101,0.7144,0.9146,27.4865,0.0006,0.9044,0.9194,26.3321,0.0009,1.0722,0.911,28.2132,0.0004,1.23,0.9179,68.4566,0.0,2.2094,0.9177
0000315213,ROBERT HALF INC.,50.3502,0.0,2.3167,0.9179,53.665,0.0,2.3944,0.9031,47.6128,0.0,2.228,0.8938,70.7986,0.0,2.6553,0.9074,71.5609,0.0,2.6703,0.9131,105.3352,0.0,3.0062,0.9121,124.8075,0.0,3.173,0.922,89.8513,0.0,2.5278,0.9243,85.4247,0.0,2.3334,0.9097,60.581,0.0,2.168,0.9142,76.6521,0.0,2.493,0.9119
0001822993,Jackson Financial Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3593,0.0006,1.1647,0.9099,34.8782,0.0,0.7469,0.8989,49.2054,0.0,0.8223,0.9057,60.7894,0.0,1.0036,0.9135
0000320193,Apple Inc.,15.0181,0.0588,0.9087,0.91,32.8559,0.0001,1.2425,0.9074,26.6289,0.0008,1.2136,0.9136,29.7087,0.0002,1.1713,0.9134,11.2302,0.189,0.7343,0.9094,41.0105,0.0,1.334,0.905,43.515,0.0,1.3158,0.8995,34.0718,0.0,1.2081,0.903,51.2035,0.0,1.5477,0.8935,53.7652,0.0,1.3074,0.8943,19.87,0.0108,1.0114,0.8985
0001038074,SILICON LABORATORIES INC.,28.4449,0.0004,1.1507,0.9032,70.3614,0.0,1.8409,0.9038,64.9716,0.0,2.0681,0.8987,68.2215,0.0,1.9966,0.9084,43.0165,0.0,1.5379,0.8985,84.1998,0.0,1.7952,0.8938,81.5283,0.0,1.7786,0.8945,41.0444,0.0,1.2465,0.9007,19.1283,0.0142,0.9068,0.9058,21.8947,0.0051,1.1158,0.9015,36.4075,0.0,1.4836,0.9089
0001467760,"Apollo Commercial Real Estate Finance, Inc.",100.9142,0.0,2.1382,0.9089,89.8096,0.0,2.1557,0.916,56.2111,0.0,1.7153,0.9038,11.1515,0.1933,0.5324,0.9001,24.1517,0.0022,1.1879,0.9065,110.7221,0.0,2.3473,0.914,154.7096,0.0,2.5212,0.9243,94.1038,0.0,1.5866,0.9128,42.2426,0.0,0.9925,0.9062,45.7813,0.0,1.2112,0.8936,35.6753,0.0,0.8933,0.9057
0001744489,Walt Disney Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8928,0.0002,0.9745,0.9083,30.8494,0.0001,0.854,0.8999,49.0323,0.0,1.3062,0.8866,46.5195,0.0,1.1091,0.8832,53.7472,0.0,1.3612,0.8828,31.0065,0.0001,1.2064,0.8966
0001796209,APi Group Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4119,0.002,1.1369,0.9117,30.0815,0.0002,1.2037,0.8964,16.5345,0.0353,0.8089,0.9039,36.4329,0.0,1.1899,0.9043,87.0591,0.0,1.7578,0.9147
0001609550,"Inspire Medical Systems, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0054,0.0,2.1034,0.9036,36.7273,0.0,1.7899,0.9116,45.2932,0.0,2.0275,0.9201,117.0555,0.0,2.5676,0.9128,134.1678,0.0,2.8818,0.8971,54.9456,0.0,1.7926,0.9022,55.1282,0.0,2.1892,0.8886
0002011286,"Amentum Holdings, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0339,0.0049,2.2578,0.9233
0001368622,AeroVironment Inc,19.8291,0.011,1.2476,0.9185,20.2083,0.0096,1.2333,0.9189,34.4007,0.0,1.8398,0.9145,55.6868,0.0,1.8045,0.919,74.5947,0.0,1.8594,0.9132,31.1218,0.0001,1.1727,0.9089,25.4928,0.0013,1.0956,0.9156,18.4263,0.0182,0.8007,0.9094,48.9511,0.0,1.4149,0.9072,60.7697,0.0,1.6186,0.9154,55.0344,0.0,1.563,0.9159
0001965040,Fortrea Holdings Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6913,0.0055,1.5428,0.9212,49.8491,0.0,1.1304,0.9169
0001674168,Hilton Grand Vacations Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4946,0.0,1.1444,0.8961,24.1429,0.0022,0.873,0.9081,17.116,0.0289,0.7342,0.9057,29.8234,0.0002,0.9992,0.9151,38.7237,0.0,1.2065,0.9109,32.6496,0.0001,1.4993,0.9125,22.8787,0.0035,1.1394,0.9078,49.13,0.0,1.7054,0.9022
0000906107,EQUITY RESIDENTIAL,87.5087,0.0,1.2591,0.9161,46.2013,0.0,0.9754,0.9206,96.6476,0.0,1.4442,0.9179,103.1534,0.0,1.2077,0.9148,66.3709,0.0,0.9477,0.9141,74.7909,0.0,1.2247,0.915,103.3689,0.0,1.4516,0.9011,78.3028,0.0,1.2784,0.8958,159.092,0.0,1.8761,0.8953,166.5584,0.0,1.9143,0.8904,84.2584,0.0,1.3904,0.8999
0001410384,"Q2 Holdings, Inc.",20.771,0.0078,1.7604,0.9175,56.5652,0.0,1.9415,0.9147,12.0637,0.1484,0.7918,0.8982,43.9087,0.0,1.6739,0.8832,30.1723,0.0002,1.2896,0.8823,30.0595,0.0002,1.0707,0.9008,43.0565,0.0,1.488,0.9057,31.4624,0.0001,1.1283,0.9086,117.4402,0.0,2.0017,0.9021,112.4487,0.0,2.1314,0.9055,39.6733,0.0,1.6211,0.9039
0000805676,PARK NATIONAL CORP /OH/,35.3873,0.0,1.007,0.9212,51.4488,0.0,1.1926,0.9124,79.6092,0.0,1.6401,0.8992,53.8419,0.0,1.2941,0.895,30.0738,0.0002,0.6734,0.8974,25.8236,0.0011,0.6847,0.894,42.362,0.0,0.9941,0.902,57.7326,0.0,1.3933,0.9045,51.7414,0.0,1.2842,0.9099,57.3412,0.0,1.5019,0.8993,66.1494,0.0,1.572,0.8786
0000350698,"AUTONATION, INC.",26.3347,0.0009,1.3028,0.9194,20.5509,0.0084,1.1219,0.9183,25.2331,0.0014,1.1237,0.9086,18.9366,0.0152,0.8798,0.9029,31.7601,0.0001,1.1291,0.8962,53.7621,0.0,1.2437,0.8857,49.1891,0.0,1.4674,0.8969,43.3432,0.0,1.3528,0.9104,73.0318,0.0,1.8353,0.9129,66.5789,0.0,1.6986,0.9202,59.3484,0.0,1.6812,0.9148
0000799167,MARTEN TRANSPORT LTD,43.3879,0.0,1.7346,0.9068,37.0902,0.0,1.4754,0.9027,43.4467,0.0,1.6331,0.9056,22.9713,0.0034,1.0953,0.901,56.2463,0.0,1.9612,0.9181,150.9698,0.0,2.6221,0.924,90.7693,0.0,2.2796,0.9113,181.7222,0.0,2.7629,0.9102,208.3198,0.0,3.2091,0.894,158.8889,0.0,2.7491,0.8815,140.8999,0.0,2.8956,0.8865
0001032033,SLM Corp,30.2389,0.0002,1.0003,0.9087,91.6901,0.0,2.1522,0.9151,86.9706,0.0,2.0587,0.9138,76.1276,0.0,1.8642,0.9077,51.6967,0.0,1.3636,0.9043,113.0277,0.0,2.0206,0.9196,112.283,0.0,1.7165,0.9116,105.9295,0.0,1.8242,0.9107,68.5955,0.0,1.1836,0.9077,79.9763,0.0,1.4305,0.9037,102.0565,0.0,1.788,0.9127
0000350894,SEI INVESTMENTS CO,16.6478,0.034,1.0509,0.9176,17.4997,0.0253,0.9519,0.9107,20.0607,0.0101,1.0662,0.9138,11.6024,0.1698,0.9335,0.9164,20.9391,0.0073,1.1746,0.916,62.1423,0.0,1.6851,0.9139,39.4917,0.0,1.3831,0.9116,75.1435,0.0,1.9216,0.917,59.909,0.0,1.5238,0.9211,46.9009,0.0,1.3816,0.9087,48.5376,0.0,1.3802,0.9146
0000092122,SOUTHERN CO,36.003,0.0,0.6053,0.9063,21.737,0.0054,0.4826,0.9079,19.2997,0.0133,0.328,0.8977,20.8493,0.0076,0.3887,0.9041,36.2528,0.0,0.449,0.9033,54.4349,0.0,0.6645,0.9071,44.3149,0.0,0.5102,0.9092,67.1951,0.0,0.5858,0.9027,74.4726,0.0,0.7342,0.9041,53.0851,0.0,0.7562,0.9076,59.9555,0.0,0.7917,0.9071
0001465740,TWO HARBORS INVESTMENT CORP.,32.3384,0.0001,1.0474,0.901,35.059,0.0,1.1262,0.9074,35.5409,0.0,0.8902,0.9061,79.5084,0.0,1.266,0.9105,75.0869,0.0,1.2669,0.899,139.5432,0.0,1.8657,0.9018,70.3045,0.0,1.6523,0.9082,49.8312,0.0,1.3745,0.9012,33.2012,0.0001,1.0666,0.8945,22.027,0.0049,0.8402,0.8967,57.1223,0.0,1.4158,0.913
0001370637,ETSY INC,0.0,0.0,0.0,0.0,32.2857,0.0001,1.4303,0.9282,17.448,0.0258,1.1484,0.9129,21.45,0.006,1.1732,0.9184,12.4856,0.1308,0.7602,0.9107,38.9066,0.0,1.3753,0.9018,30.969,0.0001,1.4793,0.9093,36.3077,0.0,1.5634,0.908,66.2472,0.0,1.9803,0.9136,35.3401,0.0,1.4037,0.9048,31.0712,0.0001,1.3606,0.8977
0001845815,Payoneer Global Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3892,0.009,0.9868,0.913,123.4869,0.0,2.2102,0.9195,107.4489,0.0,2.555,0.9196,77.478,0.0,2.0191,0.9198
0000099780,TRINITY INDUSTRIES INC,45.268,0.0,0.9292,0.916,31.5084,0.0001,0.8011,0.9133,56.489,0.0,0.9192,0.8935,47.0019,0.0,0.7862,0.8945,33.5426,0.0,0.7227,0.9007,27.9275,0.0005,0.7477,0.9127,13.2494,0.1036,0.475,0.9065,19.3765,0.013,0.8039,0.8982,39.245,0.0,1.1154,0.9105,77.8191,0.0,1.2956,0.9072,66.2344,0.0,1.215,0.9093
0001045810,NVIDIA CORP,43.7782,0.0,1.7424,0.9096,53.8152,0.0,2.1488,0.9074,69.5454,0.0,2.1354,0.9186,43.7715,0.0,1.4422,0.9133,30.3471,0.0002,1.2306,0.9016,115.1461,0.0,2.2319,0.8761,111.4956,0.0,2.4468,0.8664,25.4811,0.0013,1.2479,0.8872,37.5318,0.0,1.6868,0.9101,24.4283,0.0019,1.223,0.8988,54.8999,0.0,1.7127,0.8987
