cik,company_name,year_2014_chi_square,year_2014_p_value,year_2014_MAD,year_2014_KS_test,year_2015_chi_square,year_2015_p_value,year_2015_MAD,year_2015_KS_test,year_2016_chi_square,year_2016_p_value,year_2016_MAD,year_2016_KS_test,year_2017_chi_square,year_2017_p_value,year_2017_MAD,year_2017_KS_test,year_2018_chi_square,year_2018_p_value,year_2018_MAD,year_2018_KS_test,year_2019_chi_square,year_2019_p_value,year_2019_MAD,year_2019_KS_test,year_2020_chi_square,year_2020_p_value,year_2020_MAD,year_2020_KS_test,year_2021_chi_square,year_2021_p_value,year_2021_MAD,year_2021_KS_test,year_2022_chi_square,year_2022_p_value,year_2022_MAD,year_2022_KS_test,year_2023_chi_square,year_2023_p_value,year_2023_MAD,year_2023_KS_test,year_2024_chi_square,year_2024_p_value,year_2024_MAD,year_2024_KS_test
0000008670,AUTOMATIC DATA PROCESSING INC,40.0039,0.0,1.2844,0.9214,53.9815,0.0,1.902,0.9179,21.0937,0.0069,1.1025,0.9126,21.3661,0.0062,1.0184,0.9111,37.0541,0.0,1.4775,0.915,40.5947,0.0,1.4594,0.9219,47.9677,0.0,1.6939,0.9215,25.6628,0.0012,0.974,0.9193,8.9792,0.3441,0.7127,0.9074,27.1152,0.0007,1.1857,0.9,46.1311,0.0,1.6085,0.901
0000351569,Ameris Bancorp,50.9645,0.0,0.9034,0.9115,19.5398,0.0122,0.5604,0.9024,39.2218,0.0,0.8037,0.9049,58.3804,0.0,0.9676,0.896,44.7514,0.0,0.9295,0.9025,34.2423,0.0,0.8223,0.8924,42.168,0.0,0.8904,0.8976,22.9929,0.0034,0.7374,0.9045,58.8138,0.0,0.976,0.9032,47.2899,0.0,1.0384,0.9005,26.1309,0.001,0.5868,0.8992
0002064953,Solstice Advanced Materials Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001005757,CSG SYSTEMS INTERNATIONAL INC,21.1643,0.0067,1.0446,0.899,35.198,0.0,1.3711,0.894,67.9194,0.0,1.9758,0.8988,49.983,0.0,1.5116,0.9057,30.5207,0.0002,1.0769,0.8918,91.7135,0.0,2.3673,0.8974,63.995,0.0,1.9416,0.9077,45.3555,0.0,1.5487,0.9137,59.3185,0.0,1.8907,0.8993,63.8308,0.0,1.8232,0.896,46.1661,0.0,1.4353,0.897
0000040987,GENUINE PARTS CO,28.9703,0.0003,1.3492,0.904,63.7309,0.0,2.335,0.9125,37.4735,0.0,1.5821,0.9,39.6088,0.0,1.5342,0.8805,25.4693,0.0013,1.286,0.8885,47.9216,0.0,1.7852,0.91,66.1774,0.0,1.7634,0.9001,110.7412,0.0,2.2715,0.9011,111.7963,0.0,2.3921,0.9138,66.923,0.0,2.0632,0.9196,46.4282,0.0,1.8054,0.9072
0001718512,Gates Industrial Corp plc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6298,0.0008,1.237,0.9085,36.349,0.0,1.3793,0.914,35.3783,0.0,1.1595,0.9128,9.2666,0.3203,0.5811,0.9104,34.8935,0.0,1.0484,0.9138,46.0821,0.0,0.9995,0.9026,33.9942,0.0,0.9332,0.9023
0000794619,AMERICAN WOODMARK CORP,14.372,0.0726,1.3429,0.8949,13.6166,0.0923,1.1868,0.9039,20.5898,0.0083,1.6687,0.9165,35.0538,0.0,1.9595,0.9144,19.4251,0.0127,1.1226,0.9198,17.5492,0.0249,0.8381,0.9227,30.9075,0.0001,1.433,0.9092,39.6981,0.0,1.6491,0.9049,26.3994,0.0009,1.2222,0.916,20.049,0.0102,1.144,0.9101,15.9037,0.0438,0.7558,0.9007
0000100493,"TYSON FOODS, INC.",20.6889,0.008,0.5781,0.8998,16.6753,0.0337,0.6356,0.8921,32.8198,0.0001,1.1505,0.88,31.407,0.0001,1.4653,0.885,30.2517,0.0002,1.3153,0.8857,47.5526,0.0,1.3374,0.9013,81.4324,0.0,1.9752,0.9027,72.439,0.0,1.5256,0.9121,37.4558,0.0,1.2432,0.9023,26.6938,0.0008,0.9683,0.9031,34.5164,0.0,1.2225,0.8911
0000883984,ICU MEDICAL INC/DE,27.6537,0.0005,1.4235,0.9212,19.8193,0.011,1.2043,0.9078,21.7368,0.0054,1.5855,0.917,35.573,0.0,1.9244,0.9121,38.3078,0.0,1.5163,0.9284,62.2596,0.0,1.9664,0.9176,75.5294,0.0,2.1687,0.9147,56.7568,0.0,1.8018,0.9029,83.6118,0.0,2.1852,0.8898,79.4575,0.0,2.0554,0.8899,65.7937,0.0,1.9728,0.8982
0000899629,ACADIA REALTY TRUST,19.3942,0.0129,0.7245,0.9076,44.4459,0.0,1.2293,0.9166,41.9425,0.0,1.0428,0.9157,81.8769,0.0,1.4673,0.9075,51.3535,0.0,1.069,0.9077,43.3159,0.0,1.0843,0.9072,42.33,0.0,1.0161,0.9097,48.868,0.0,1.1196,0.9116,26.7755,0.0008,0.5859,0.9036,64.4148,0.0,0.8386,0.8748,63.1434,0.0,0.9594,0.8783
0001783180,CARRIER GLOBAL Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3337,0.0,1.2202,0.8866,29.0481,0.0003,1.0468,0.8917,52.8776,0.0,1.6231,0.8895,39.2011,0.0,1.2014,0.8929,44.6229,0.0,1.4887,0.8884
0000927066,DAVITA INC.,13.815,0.0867,0.3605,0.9037,20.4296,0.0088,0.5455,0.903,30.3182,0.0002,0.7321,0.9013,33.0664,0.0001,0.8339,0.9021,44.338,0.0,0.9043,0.9108,43.0992,0.0,1.0263,0.9055,80.0774,0.0,1.5135,0.906,55.6888,0.0,1.5776,0.9092,79.347,0.0,1.5287,0.8777,123.3968,0.0,1.7399,0.862,68.4448,0.0,1.5958,0.8834
0000937556,MASIMO CORP,70.4394,0.0,2.1797,0.9009,77.7642,0.0,1.9777,0.9145,56.3473,0.0,1.4674,0.9254,50.9772,0.0,1.4144,0.9186,29.5851,0.0003,1.22,0.9056,148.0183,0.0,2.2767,0.9073,282.6311,0.0,3.0087,0.9102,186.9288,0.0,3.1142,0.9216,137.1436,0.0,2.7061,0.914,96.6165,0.0,2.4809,0.9136,96.0207,0.0,2.546,0.9124
0000901491,PAPA JOHNS INTERNATIONAL INC,38.2625,0.0,1.3192,0.9098,28.1833,0.0004,1.1391,0.9011,31.7525,0.0001,1.2948,0.9119,22.2912,0.0044,1.0739,0.9055,30.3092,0.0002,0.7922,0.923,47.1875,0.0,0.7043,0.919,59.2418,0.0,1.2363,0.9195,42.2714,0.0,1.0214,0.9185,27.6193,0.0006,0.9375,0.9132,22.1679,0.0046,0.7341,0.9131,28.604,0.0004,0.6912,0.9169
0000063908,MCDONALDS CORP,18.8428,0.0157,1.0511,0.9063,35.2204,0.0,1.3491,0.8837,9.2308,0.3232,0.64,0.893,17.6877,0.0237,0.9986,0.9135,17.2443,0.0277,0.9001,0.9091,20.0739,0.0101,1.022,0.9067,34.2226,0.0,1.4545,0.8928,68.7466,0.0,1.8366,0.8887,20.8635,0.0075,0.9166,0.8973,24.435,0.0019,1.0786,0.8885,35.5534,0.0,1.0136,0.878
0001057706,FIRST BANCORP /PR/,20.2273,0.0095,0.8593,0.8924,55.8496,0.0,1.3526,0.8924,68.9667,0.0,1.4801,0.897,30.0866,0.0002,1.0802,0.9055,5.4923,0.7039,0.3846,0.9068,20.5528,0.0084,0.6362,0.9144,6.1305,0.6326,0.3541,0.9036,16.8527,0.0317,0.5416,0.9121,50.2112,0.0,1.066,0.9139,48.4777,0.0,0.969,0.9146,31.8429,0.0001,0.9235,0.9046
0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",8.9696,0.3449,0.3429,0.9047,22.6403,0.0039,0.5486,0.8959,14.146,0.078,0.493,0.906,51.1063,0.0,0.8874,0.9141,50.9156,0.0,0.9434,0.9028,42.2511,0.0,0.7761,0.8953,35.5141,0.0,0.7629,0.9011,11.6875,0.1657,0.4331,0.8967,30.3936,0.0002,0.5077,0.9015,55.2326,0.0,0.8919,0.9042,65.9269,0.0,1.1264,0.8994
0000002969,"Air Products & Chemicals, Inc.",25.3444,0.0014,1.0159,0.8882,46.9156,0.0,1.1897,0.8944,27.3518,0.0006,0.9297,0.9022,39.2733,0.0,0.881,0.8977,22.234,0.0045,0.792,0.9023,63.1421,0.0,1.5424,0.9135,60.4117,0.0,1.4914,0.9113,65.7761,0.0,1.6487,0.9052,54.2859,0.0,1.5125,0.9073,69.5529,0.0,1.599,0.9154,71.7762,0.0,1.3629,0.9182
0001000753,"INSPERITY, INC.",15.6636,0.0475,0.9818,0.8965,22.1281,0.0047,1.1439,0.8976,21.9991,0.0049,1.0951,0.888,54.7433,0.0,1.8132,0.8757,17.3168,0.027,1.1498,0.903,21.9163,0.0051,1.1645,0.9083,71.2289,0.0,1.9278,0.9129,88.8873,0.0,2.3849,0.8955,91.0892,0.0,2.1602,0.8983,103.1123,0.0,2.1351,0.9032,44.9684,0.0,1.8531,0.9087
0001679788,"Coinbase Global, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9299,0.0024,0.9614,0.9115,26.1229,0.001,1.2195,0.9004,16.7085,0.0333,0.922,0.9141,22.7798,0.0037,1.2185,0.9128
0000755001,UNITIL CORP,44.988,0.0,1.0064,0.8712,13.5787,0.0934,0.9383,0.8985,13.4576,0.097,0.9417,0.9098,8.1854,0.4156,0.7221,0.9102,18.1814,0.0199,0.9015,0.9065,26.7364,0.0008,1.0855,0.898,13.6277,0.092,0.8918,0.9018,39.3753,0.0,1.6091,0.9018,84.3063,0.0,2.4307,0.894,86.4234,0.0,2.5058,0.8998,36.9633,0.0,1.5773,0.9096
0000016732,CAMPBELL'S Co,37.9697,0.0,1.1754,0.9108,48.4054,0.0,1.1661,0.9063,46.5924,0.0,1.7121,0.9031,22.3927,0.0042,0.9817,0.9093,9.1718,0.328,0.6347,0.9066,39.8416,0.0,1.2805,0.9018,56.0292,0.0,1.761,0.8937,42.4395,0.0,1.4786,0.9019,35.7276,0.0,1.2654,0.9145,50.6287,0.0,1.5605,0.9215,60.5384,0.0,1.6749,0.9224
0001175454,"CORPAY, INC.",39.8596,0.0,1.5803,0.9187,32.0033,0.0001,0.9929,0.9078,72.3985,0.0,1.4589,0.8606,76.705,0.0,1.5044,0.8585,54.4898,0.0,1.3779,0.8686,47.9479,0.0,1.4501,0.8842,21.9713,0.005,0.9053,0.889,15.4746,0.0505,0.5539,0.901,10.1097,0.2574,0.5757,0.9133,27.5126,0.0006,0.9508,0.9159,46.2291,0.0,1.4052,0.9056
0000018926,"Lumen Technologies, Inc.",40.2379,0.0,1.5109,0.916,40.0577,0.0,1.4447,0.9183,52.8989,0.0,1.4174,0.9162,63.8575,0.0,1.4821,0.9141,33.9093,0.0,1.3022,0.9091,51.7232,0.0,1.4651,0.9183,19.3341,0.0132,0.8223,0.91,27.7462,0.0005,0.9614,0.9045,21.0452,0.007,1.0724,0.9119,30.7955,0.0002,1.293,0.8967,43.7956,0.0,1.521,0.8923
0000048287,HNI CORP,120.3093,0.0,2.0523,0.9104,81.9517,0.0,1.9629,0.913,154.1263,0.0,2.7054,0.9227,181.7676,0.0,2.5327,0.9225,117.5043,0.0,2.5666,0.9248,88.507,0.0,2.1142,0.918,80.5091,0.0,1.9131,0.9181,53.6409,0.0,1.5666,0.909,109.1148,0.0,2.4021,0.9205,94.1956,0.0,2.3719,0.9277,72.4166,0.0,1.978,0.9269
0001408198,MSCI Inc.,49.414,0.0,1.7738,0.9155,46.6202,0.0,1.4285,0.9146,21.6006,0.0057,1.2277,0.8992,32.6676,0.0001,1.0048,0.8806,46.1518,0.0,1.6528,0.886,65.4878,0.0,1.8264,0.897,33.3648,0.0001,1.2749,0.9047,21.078,0.0069,0.858,0.9171,60.2401,0.0,1.4917,0.9216,28.9009,0.0003,1.0573,0.914,23.2461,0.0031,0.8268,0.9102
0001327567,Palo Alto Networks Inc,35.8088,0.0,1.7518,0.9189,27.4652,0.0006,1.2956,0.9188,38.9028,0.0,2.2677,0.9174,69.5749,0.0,2.2181,0.8863,26.1413,0.001,1.1917,0.8765,50.517,0.0,1.0124,0.8696,74.5557,0.0,1.3731,0.8644,85.4754,0.0,1.668,0.8589,73.8486,0.0,1.7634,0.8694,64.9222,0.0,2.247,0.9119,53.0175,0.0,1.4665,0.9179
0001754301,Fox Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.661,0.0,2.167,0.8764,78.311,0.0,1.9517,0.8813,78.8631,0.0,1.8953,0.8834,89.0657,0.0,2.3287,0.888,97.2854,0.0,2.4555,0.8956,97.0819,0.0,2.0438,0.9141
0000916365,TRACTOR SUPPLY CO /DE/,49.3649,0.0,2.2556,0.9055,48.9462,0.0,2.447,0.9167,70.8648,0.0,2.727,0.9147,55.9524,0.0,2.3596,0.8865,33.9987,0.0,1.7616,0.8987,14.7899,0.0634,0.9828,0.9129,34.5969,0.0,1.6621,0.9209,67.7739,0.0,2.3696,0.9217,62.5873,0.0,2.0156,0.9208,38.7636,0.0,1.6847,0.906,38.1309,0.0,1.6422,0.9003
0000910108,LXP Industrial Trust,35.5847,0.0,1.3558,0.8945,35.0311,0.0,1.3707,0.8886,51.8026,0.0,1.4133,0.8855,23.404,0.0029,1.035,0.8963,18.0181,0.0211,0.7312,0.8983,65.2952,0.0,1.8804,0.8812,54.6196,0.0,1.9121,0.8907,42.933,0.0,1.6858,0.8942,38.5767,0.0,1.4158,0.8849,61.9339,0.0,1.8615,0.8937,51.2467,0.0,1.5928,0.8872
0000076334,Parker-Hannifin Corp,26.151,0.001,1.256,0.8859,17.816,0.0226,0.9081,0.8862,11.9195,0.1548,0.7797,0.8968,27.136,0.0007,1.1998,0.8957,82.5492,0.0,1.9669,0.889,103.2771,0.0,2.006,0.8843,48.8406,0.0,1.3909,0.8868,27.5125,0.0006,0.9945,0.8915,28.3693,0.0004,1.2225,0.8975,26.4574,0.0009,1.1424,0.8916,30.0571,0.0002,1.2051,0.8859
0000836157,LINDSAY CORP,24.6845,0.0018,1.3749,0.9075,47.4518,0.0,1.6969,0.9003,30.2146,0.0002,1.4198,0.9012,32.5364,0.0001,1.5337,0.911,16.1522,0.0403,1.1543,0.9092,31.5698,0.0001,1.4135,0.908,66.1729,0.0,2.1957,0.9159,68.3822,0.0,2.2584,0.9219,40.7595,0.0,1.6529,0.9104,38.7227,0.0,1.7223,0.8977,45.5359,0.0,1.7706,0.8979
0001056288,"FEDERATED HERMES, INC.",29.9672,0.0002,0.9103,0.8939,31.9092,0.0001,1.051,0.892,26.6831,0.0008,1.1881,0.8984,33.9865,0.0,1.1002,0.8889,24.7533,0.0017,1.1073,0.891,37.6916,0.0,0.919,0.9038,40.7396,0.0,1.3805,0.8993,64.5404,0.0,1.4331,0.8909,35.361,0.0,0.898,0.8871,47.9014,0.0,1.341,0.8852,41.1673,0.0,0.9286,0.8801
0000021344,COCA COLA CO,39.2662,0.0,1.2187,0.9037,34.1367,0.0,1.1953,0.9011,41.6986,0.0,1.1349,0.9004,25.8075,0.0011,1.0636,0.8888,23.5822,0.0027,0.9505,0.8948,26.181,0.001,0.9676,0.9016,13.1834,0.1057,0.6651,0.9011,24.808,0.0017,1.1328,0.9001,18.5865,0.0172,0.9976,0.8962,25.8889,0.0011,1.1097,0.892,65.6291,0.0,1.8296,0.8914
0000860730,"HCA Healthcare, Inc.",62.9562,0.0,0.9574,0.9061,63.5119,0.0,1.044,0.9131,46.7498,0.0,1.1675,0.9074,20.6111,0.0083,0.7279,0.9001,19.1908,0.0139,0.6543,0.9095,35.8435,0.0,0.8934,0.9051,61.4082,0.0,1.3274,0.9162,37.0318,0.0,1.3142,0.9198,45.298,0.0,1.5234,0.9156,46.2591,0.0,1.2554,0.9062,47.7528,0.0,1.5832,0.8984
0001125376,"ENSIGN GROUP, INC",36.4233,0.0,1.4219,0.9081,35.3433,0.0,1.3952,0.926,66.5827,0.0,2.0648,0.9192,61.4227,0.0,1.9808,0.9174,41.6304,0.0,1.536,0.9109,70.73,0.0,1.6866,0.9036,97.3338,0.0,1.9028,0.9123,55.4972,0.0,1.3144,0.9109,84.7435,0.0,1.4014,0.9104,88.903,0.0,1.6889,0.9023,57.1888,0.0,1.3531,0.9021
0000277509,FEDERAL SIGNAL CORP /DE/,89.9638,0.0,1.96,0.9157,89.0482,0.0,1.93,0.9168,52.9609,0.0,1.6259,0.9135,43.0207,0.0,1.3114,0.9028,59.6466,0.0,1.781,0.9078,36.2499,0.0,1.2195,0.8883,90.4418,0.0,1.9794,0.871,75.8549,0.0,2.0578,0.8867,70.0871,0.0,1.9438,0.9093,56.0001,0.0,1.2794,0.9121,43.1581,0.0,1.3559,0.9071
0001597033,Sabre Corp,13.4183,0.0982,0.8858,0.9175,42.9918,0.0,1.3621,0.9164,28.7715,0.0003,1.2857,0.8993,21.547,0.0058,1.0299,0.8854,73.7304,0.0,1.3154,0.876,46.8368,0.0,1.6265,0.8957,53.0451,0.0,1.563,0.9007,109.65,0.0,2.3526,0.9063,125.8292,0.0,2.5097,0.9108,80.0677,0.0,1.7576,0.9156,40.0182,0.0,1.4312,0.9096
0001703056,ADT Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4335,0.0,1.5752,0.8907,70.8967,0.0,1.6855,0.9109,94.4458,0.0,1.9671,0.9172,63.1142,0.0,1.5733,0.9042,121.2464,0.0,2.1129,0.9079,240.6259,0.0,2.2786,0.9163,116.0759,0.0,2.009,0.9092
0000052988,JACOBS SOLUTIONS INC.,14.711,0.065,1.0063,0.9094,14.9916,0.0593,1.0489,0.9106,17.854,0.0223,1.0299,0.911,6.7524,0.5636,0.5666,0.9023,7.0391,0.5324,0.5556,0.9024,17.024,0.0299,0.7669,0.9022,46.3041,0.0,1.219,0.8925,27.0848,0.0007,1.0641,0.9059,13.219,0.1045,0.7308,0.908,9.1334,0.3312,0.5548,0.9101,15.6181,0.0482,0.8277,0.9096
0001490906,"Capitol Federal Financial, Inc.",37.7405,0.0,1.5552,0.9069,25.589,0.0012,1.1693,0.9083,41.5287,0.0,1.5539,0.9049,29.2497,0.0003,1.3251,0.9066,30.9622,0.0001,1.28,0.9107,34.4517,0.0,1.1152,0.8847,154.53,0.0,2.92,0.8675,119.2002,0.0,2.5575,0.8916,102.291,0.0,2.4404,0.8982,123.7024,0.0,2.6133,0.9017,88.3504,0.0,2.2443,0.8889
0001037540,"BXP, Inc.",17.0269,0.0298,0.5904,0.9081,17.9171,0.0219,0.8356,0.9048,79.131,0.0,1.2682,0.9097,86.4065,0.0,1.3757,0.9149,40.9229,0.0,0.8051,0.9084,26.3463,0.0009,0.6558,0.906,29.152,0.0003,0.683,0.9073,73.2781,0.0,1.1191,0.9126,91.2807,0.0,1.0839,0.9143,102.9317,0.0,1.4924,0.9151,70.9774,0.0,1.2957,0.91
0001701605,Baker Hughes Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0549,0.2612,1.5922,0.893,26.6999,0.0008,0.9269,0.9199,25.1269,0.0015,1.2066,0.9069,39.5414,0.0,1.3451,0.9135,35.5141,0.0,1.3225,0.9171,34.0748,0.0,1.3943,0.9115,41.6886,0.0,1.3928,0.9,43.6099,0.0,1.5064,0.895
0000036966,FIRST HORIZON CORP,20.3884,0.009,0.6224,0.9036,12.3937,0.1345,0.4175,0.9041,34.4523,0.0,0.8481,0.9007,58.2255,0.0,0.8155,0.9047,80.7755,0.0,1.2586,0.8974,33.4637,0.0001,0.5596,0.8951,79.3818,0.0,1.0418,0.9042,60.9957,0.0,0.8998,0.9063,131.8988,0.0,0.9575,0.9115,124.6201,0.0,0.9889,0.9178,147.9784,0.0,1.2592,0.9162
0000080420,POWELL INDUSTRIES INC,38.4617,0.0,1.9475,0.9132,66.9409,0.0,2.5468,0.9188,54.8546,0.0,1.9352,0.929,42.9506,0.0,1.8831,0.9131,34.6712,0.0,1.6511,0.9045,22.7168,0.0037,1.1896,0.9067,12.2093,0.1421,0.8157,0.9029,23.7715,0.0025,1.0681,0.9143,23.5078,0.0028,1.1076,0.9151,24.5858,0.0018,1.3205,0.9029,25.5748,0.0012,1.101,0.9125
0000313616,DANAHER CORP /DE/,89.739,0.0,2.1006,0.906,95.9322,0.0,1.9663,0.9052,56.3334,0.0,1.8829,0.9139,81.9094,0.0,2.0047,0.9128,48.9111,0.0,1.9425,0.9068,32.1673,0.0001,1.1996,0.9096,39.0641,0.0,1.2465,0.9127,52.4334,0.0,1.3796,0.8903,19.6255,0.0118,0.8077,0.8964,25.0937,0.0015,0.854,0.9037,24.1952,0.0021,0.8277,0.8879
0000067215,DYCOM INDUSTRIES INC,40.781,0.0,1.0379,0.9159,29.4027,0.0003,1.0043,0.9082,21.6265,0.0057,1.6654,0.9059,54.0629,0.0,2.3348,0.9177,53.3484,0.0,1.8218,0.9025,75.5504,0.0,2.1758,0.9123,64.122,0.0,1.8566,0.9169,51.268,0.0,1.6826,0.9213,29.3209,0.0003,1.2253,0.8946,49.4343,0.0,1.6926,0.8851,56.1317,0.0,1.6215,0.8793
0001053507,AMERICAN TOWER CORP /MA/,40.3617,0.0,1.2183,0.909,25.1079,0.0015,0.9764,0.9025,52.4527,0.0,1.4853,0.893,40.0805,0.0,1.038,0.9066,13.3154,0.1014,0.7814,0.8966,69.4767,0.0,1.6996,0.8986,142.8829,0.0,2.3049,0.9137,117.0676,0.0,1.9405,0.9095,51.7242,0.0,1.0442,0.896,39.2552,0.0,0.9131,0.9052,62.7988,0.0,1.5285,0.9101
0001525769,"Dave & Buster's Entertainment, Inc.",10.1499,0.2547,1.3999,0.8994,28.9396,0.0003,0.7709,0.8942,46.2989,0.0,1.9564,0.9065,88.823,0.0,2.3217,0.9188,65.1051,0.0,1.7971,0.9151,43.0918,0.0,1.4745,0.9167,37.5712,0.0,1.4718,0.9205,29.5796,0.0003,1.3109,0.917,43.728,0.0,1.5722,0.8981,53.9574,0.0,1.7969,0.8936,52.6419,0.0,1.5216,0.8859
0000876167,PROGRESS SOFTWARE CORP /MA,72.5459,0.0,2.1371,0.9015,49.9962,0.0,1.8273,0.9038,34.3327,0.0,1.4737,0.9023,20.6519,0.0081,1.2536,0.9113,27.6657,0.0005,1.0767,0.8939,34.9602,0.0,1.1598,0.902,25.1217,0.0015,0.8738,0.9108,60.1191,0.0,1.7835,0.9099,59.6674,0.0,1.6902,0.9037,59.3968,0.0,1.5965,0.9034,99.7762,0.0,2.174,0.9159
0001658566,Permian Resources Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8254,0.0,2.4156,0.9276,49.7674,0.0,1.4913,0.9042,49.6993,0.0,1.6999,0.9114,67.4684,0.0,1.9426,0.9186,46.0341,0.0,1.4865,0.9143,50.0199,0.0,1.4939,0.9206,45.6971,0.0,1.551,0.92,132.0867,0.0,2.642,0.9255,61.1793,0.0,1.6627,0.9098
0001438133,TANDEM DIABETES CARE INC,40.8937,0.0,2.8468,0.9227,30.3977,0.0002,1.4259,0.9043,30.3701,0.0002,1.6195,0.9109,20.2195,0.0095,0.8325,0.924,20.3051,0.0092,0.9443,0.9162,15.2094,0.0552,0.9036,0.9095,27.9118,0.0005,1.1388,0.9086,115.1713,0.0,2.0475,0.8933,147.0214,0.0,2.0757,0.8932,126.7884,0.0,2.2814,0.9008,108.0357,0.0,2.3186,0.8786
0000029905,DOVER Corp,15.2131,0.0551,0.8425,0.9052,18.2806,0.0192,1.0467,0.904,17.8322,0.0225,1.1736,0.9081,23.5978,0.0027,1.29,0.8962,15.2949,0.0537,0.837,0.9048,17.8494,0.0224,0.9372,0.9111,54.1883,0.0,1.3772,0.9075,29.8731,0.0002,1.235,0.9016,28.1782,0.0004,1.1263,0.9087,25.6326,0.0012,1.1884,0.9117,11.8757,0.1568,0.8805,0.909
0001157408,"Stride, Inc.",17.7893,0.0229,1.019,0.9206,10.76,0.2157,0.7653,0.9074,16.2824,0.0385,0.8457,0.8979,23.7937,0.0025,1.2614,0.8942,5.4792,0.7053,0.5067,0.8995,31.3334,0.0001,1.2529,0.9035,42.9798,0.0,1.5187,0.8988,53.8983,0.0,1.8873,0.8918,63.9258,0.0,2.1627,0.8949,86.2953,0.0,2.3061,0.9123,127.1245,0.0,2.6894,0.9169
0002005951,Smurfit Westrock plc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2751,0.0,2.988,0.889
0001341766,"Celsius Holdings, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0416,0.7531,1.5843,0.8912,25.6284,0.0012,1.9064,0.9021,31.4183,0.0001,2.0869,0.8856,19.7193,0.0115,1.165,0.9009,71.0342,0.0,2.1489,0.9033,70.1077,0.0,1.5222,0.9087,109.5321,0.0,1.8207,0.8886,75.2913,0.0,1.4464,0.8996,40.1923,0.0,1.4472,0.9059
0001590560,uniQure N.V.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2954,0.0044,1.3649,0.9119,3.6138,0.8902,0.5898,0.9076,83.6411,0.0,2.648,0.9161,75.4042,0.0,2.4969,0.8849,87.6816,0.0,2.7312,0.8908,112.2984,0.0,2.8435,0.9133,43.7631,0.0,1.5616,0.9122,38.3703,0.0,1.4023,0.9244
0001275014,"Ultra Clean Holdings, Inc.",29.525,0.0003,1.6464,0.9062,17.2126,0.028,1.2791,0.9081,37.334,0.0,1.8842,0.9085,46.1871,0.0,1.8544,0.902,61.9763,0.0,2.0004,0.8837,46.7232,0.0,1.3368,0.8855,68.4375,0.0,1.8607,0.8927,51.0787,0.0,1.5358,0.9063,41.6953,0.0,1.511,0.9072,59.8965,0.0,1.714,0.8898,81.3992,0.0,1.8522,0.8966
0001359841,Hanesbrands Inc.,18.6848,0.0166,0.6997,0.898,16.9265,0.0309,0.7332,0.9105,13.2574,0.1033,0.7877,0.9018,20.2316,0.0095,1.3093,0.9151,26.641,0.0008,1.3086,0.9154,27.5693,0.0006,1.0604,0.9061,31.1941,0.0001,0.9394,0.9097,33.9227,0.0,1.1783,0.9133,78.7179,0.0,1.8232,0.9089,74.147,0.0,1.702,0.9082,104.8631,0.0,2.1448,0.9001
0001624794,"CSW INDUSTRIALS, INC.",0.0,0.0,0.0,0.0,10.6063,0.225,1.6015,0.9148,13.1708,0.1061,0.7828,0.9016,4.6574,0.7935,0.5531,0.9038,14.6333,0.0667,0.725,0.92,14.6427,0.0665,0.8783,0.9082,6.0203,0.645,0.5553,0.9059,12.0779,0.1478,0.685,0.9048,10.9837,0.2026,0.6393,0.902,22.8326,0.0036,1.1202,0.9009,56.3302,0.0,1.772,0.884
