value,abs_value,first_digit
124000000.0,124000000.0,1
12977000000.0,12977000000.0,1
357000000.0,357000000.0,3
8705000000.0,8705000000.0,8
562000000.0,562000000.0,5
2543000000.0,2543000000.0,2
22485000000.0,22485000000.0,2
216000000.0,216000000.0,2
6900000000.0,6900000000.0,6
38969000000.0,38969000000.0,3
4453000000.0,4453000000.0,4
5560000000.0,5560000000.0,5
557000000.0,557000000.0,5
711000000.0,711000000.0,7
6882000000.0,6882000000.0,6
-39000000.0,39000000.0,3
28792000000.0,28792000000.0,2
1114000000.0,1114000000.0,1
2524000000.0,2524000000.0,2
-26000000.0,26000000.0,2
11345000000.0,11345000000.0,1
188000000.0,188000000.0,1
1290000000.0,1290000000.0,1
8091000000.0,8091000000.0,8
2564000000.0,2564000000.0,2
-170000000.0,170000000.0,1
933000000.0,933000000.0,9
13024000000.0,13024000000.0,1
15756000000.0,15756000000.0,1
3606000000.0,3606000000.0,3
1257000000.0,1257000000.0,1
5.03,5.03,5
106215000000.0,106215000000.0,1
106215000000.0,106215000000.0,1
1343000000.0,1343000000.0,1
1394000000.0,1394000000.0,1
1778000000.0,1778000000.0,1
22697000000.0,22697000000.0,2
337000000.0,337000000.0,3
7614000000.0,7614000000.0,7
2736000000.0,2736000000.0,2
468000000.0,468000000.0,4
13627000000.0,13627000000.0,1
4641000000.0,4641000000.0,4
83005000000.0,83005000000.0,8
46463000000.0,46463000000.0,4
5739000000.0,5739000000.0,5
0.38,0.38,3
82000000.0,82000000.0,8
13963000000.0,13963000000.0,1
4074000000.0,4074000000.0,4
424000000.0,424000000.0,4
15264000000.0,15264000000.0,1
5989171000.0,5989171000.0,5
1257000000.0,1257000000.0,1
48798000000.0,48798000000.0,4
4000000.0,4000000.0,4
0.44,0.44,4
0.44,0.44,4
16329000000.0,16329000000.0,1
729000000.0,729000000.0,7
7748000000.0,7748000000.0,7
7718000000.0,7718000000.0,7
4104000000.0,4104000000.0,4
1764000000.0,1764000000.0,1
16322000000.0,16322000000.0,1
3098000000.0,3098000000.0,3
4.49,4.49,4
342000000.0,342000000.0,3
1338000000.0,1338000000.0,1
18416000000.0,18416000000.0,1
207000000000.0,207000000000.0,2
3802000000.0,3802000000.0,3
86000000.0,86000000.0,8
-35000000.0,35000000.0,3
11464000000.0,11464000000.0,1
325000000.0,325000000.0,3
